round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,0.7862484539252901,0.6190885847495864,"{'J': 0.8176146788990826, 'F': 0.18238532110091743}","{'J': 0.2659652556887693, 'F': 0.7340347443112307}",5.6,5.6,6.0,4.0,6.0,8.0,4.0,6.0,4.0,6.0,8.0,4.0
2,J,F,1.6808346637252225,1.3908847832679407,"{'J': 0.7372030369826108, 'F': 0.2627969630173892}","{'J': 0.32419196865817823, 'F': 0.6758080313418218}",5.6,5.6,6.0,4.0,6.0,8.0,4.0,6.0,4.0,6.0,8.0,4.0
3,J,F,2.6552392042230877,2.0935712429060542,"{'J': 0.7800097991180793, 'F': 0.21999020088192062}","{'J': 0.3558492413117964, 'F': 0.6441507586882036}",6.0,5.6,6.0,4.0,7.0,8.0,5.0,6.0,4.0,6.0,8.0,4.0
4,J,F,3.7339660910407417,2.7760220348915956,"{'J': 0.7982359426681367, 'F': 0.20176405733186328}","{'J': 0.3999021047479197, 'F': 0.6000978952520802}",5.6,5.6,6.0,4.0,6.0,8.0,4.0,6.0,4.0,6.0,8.0,4.0
5,J,F,4.913776068769582,3.4359278539457456,"{'J': 0.8221460068593827, 'F': 0.17785399314061734}","{'J': 0.43780607247796277, 'F': 0.5621939275220372}",5.6,5.6,6.0,4.0,6.0,8.0,4.0,6.0,4.0,6.0,8.0,4.0
6,J,F,5.996799631904138,4.1080793633703525,"{'J': 0.8055827619980411, 'F': 0.19441723800195887}","{'J': 0.39985326485693323, 'F': 0.6001467351430667}",5.6,5.6,6.0,4.0,6.0,8.0,4.0,6.0,4.0,6.0,8.0,4.0
7,J,F,7.123454132191674,4.798238418617406,"{'J': 0.7956883880450759, 'F': 0.20431161195492406}","{'J': 0.42255933447516514, 'F': 0.5774406655248349}",5.6,5.6,6.0,4.0,6.0,8.0,4.0,6.0,4.0,6.0,8.0,4.0
8,J,F,8.33092818706621,5.473521403544598,"{'J': 0.8129285014691479, 'F': 0.18707149853085211}","{'J': 0.4531670335045243, 'F': 0.5468329664954756}",5.6,5.6,6.0,4.0,6.0,8.0,4.0,6.0,4.0,6.0,8.0,4.0
9,J,F,9.59237474630448,6.1409748271956195,"{'J': 0.8243938280675973, 'F': 0.17560617193240263}","{'J': 0.4726027397260274, 'F': 0.5273972602739726}",5.6,5.6,6.0,4.0,6.0,8.0,4.0,6.0,4.0,6.0,8.0,4.0
10,J,F,10.87423470754829,6.808241382030591,"{'J': 0.8267581475128645, 'F': 0.1732418524871355}","{'J': 0.48053855569155446, 'F': 0.5194614443084455}",5.6,5.6,6.0,4.0,6.0,8.0,4.0,6.0,4.0,6.0,8.0,4.0
