round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,0.945130698428207,0.9522686942325438,"{'J': 0.6150464093795799, 'F': 0.3849535906204201}","{'J': 0.38852258852258853, 'F': 0.6114774114774115}",7.8,6.6
2,J,J,1.733376105757531,2.345301595455371,"{'J': 0.6370297997068881, 'F': 0.3629702002931119}","{'J': 0.6653639472398633, 'F': 0.3346360527601368}",7.2,5.2
3,F,F,2.8549286742297024,3.242282923278498,"{'J': 0.4149560117302053, 'F': 0.5850439882697948}","{'J': 0.47275836794527243, 'F': 0.5272416320547276}",5.8,6.0
4,J,J,3.6776234343603598,4.5255393439708165,"{'J': 0.6188034188034188, 'F': 0.3811965811965812}","{'J': 0.6114774114774115, 'F': 0.38852258852258853}",7.2,6.2
5,F,J,4.707241588825815,5.478410486727129,"{'J': 0.4302467627656975, 'F': 0.5697532372343025}","{'J': 0.5313797313797314, 'F': 0.4686202686202686}",7.2,5.6
6,J,J,5.495953859023185,6.872572585823278,"{'J': 0.6585246702491451, 'F': 0.34147532975085493}","{'J': 0.6442002442002442, 'F': 0.3557997557997558}",7.0,4.6
7,J,J,6.447447110142864,7.925466100941835,"{'J': 0.5156402737047898, 'F': 0.4843597262952102}","{'J': 0.5350598582946494, 'F': 0.4649401417053506}",6.444444444444445,6.2
8,F,J,7.468209977863953,8.899792857335534,"{'J': 0.4610310285853897, 'F': 0.5389689714146103}","{'J': 0.5157509157509158, 'F': 0.48424908424908425}",5.8,6.0
9,J,J,8.313399573788985,10.122399972728251,"{'J': 0.5736623503542634, 'F': 0.4263376496457366}","{'J': 0.6150464093795799, 'F': 0.3849535906204201}",5.0,5.8
10,F,J,9.262837776036175,11.172961770481061,"{'J': 0.5, 'F': 0.5}","{'J': 0.550561797752809, 'F': 0.449438202247191}",5.4,6.4
