round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,0.9107477217929966,1.0968852207722624,"{'J': 0.5813385442110406, 'F': 0.41866145578895947}","{'J': 0.5117302052785924, 'F': 0.48826979472140764}",3.2,2.0
2,F,F,2.1794691898419614,1.9104612476088099,"{'J': 0.43779027132730386, 'F': 0.5622097286726961}","{'J': 0.3346370080664874, 'F': 0.6653629919335126}",3.4,1.8
3,F,F,3.443032209842014,2.7315273741453305,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.43010752688172044, 'F': 0.5698924731182796}",5.0,2.0
4,F,F,4.563421170417742,3.6207900215033693,"{'J': 0.3960420229660396, 'F': 0.6039579770339604}","{'J': 0.48839482042511606, 'F': 0.5116051795748839}",3.4,1.8
5,F,F,5.721306038490545,4.493117947779252,"{'J': 0.39228138739618956, 'F': 0.6077186126038104}","{'J': 0.4649401417053506, 'F': 0.5350598582946494}",3.6,1.4
6,F,F,6.82107928112093,5.398996196514644,"{'J': 0.41098901098901097, 'F': 0.589010989010989}","{'J': 0.49206349206349204, 'F': 0.5079365079365079}",4.2,1.4
7,F,F,7.974646587508749,6.267826018164978,"{'J': 0.3811965811965812, 'F': 0.6188034188034188}","{'J': 0.4764346764346764, 'F': 0.5235653235653236}",4.0,1.8
8,F,F,9.16508734687965,7.120516962893051,"{'J': 0.3738705738705739, 'F': 0.6261294261294261}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",2.0,1.8
9,F,F,10.37904767955029,7.965462214677579,"{'J': 0.3738705738705739, 'F': 0.6261294261294261}","{'J': 0.4416218856863703, 'F': 0.5583781143136297}",3.2,1.8
10,F,F,11.591479088102941,8.809549705301555,"{'J': 0.3702979970688813, 'F': 0.6297020029311187}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",3.2,1.4
