round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,0.7674231459026254,0.8623036949936097,"{'J': 0.3072789447972643, 'F': 0.6927210552027357}","{'J': 0.7401613297482278, 'F': 0.2598386702517722}",1.8,1.0
2,F,J,1.530160774454822,1.9580392823337354,"{'J': 0.4263376496457366, 'F': 0.5736623503542634}","{'J': 0.7401613297482278, 'F': 0.2598386702517722}",1.0,1.0
3,F,J,2.3758663608194373,2.8939801556810414,"{'J': 0.35581622678396874, 'F': 0.6441837732160313}","{'J': 0.6893014167073767, 'F': 0.31069858329262334}",2.0,1.2
4,F,J,3.159811119155372,3.860053418227592,"{'J': 0.3629919335125886, 'F': 0.6370080664874114}","{'J': 0.7280723185927193, 'F': 0.27192768140728074}",1.4,1.0
5,F,J,3.88066261968713,4.954316453461207,"{'J': 0.4149560117302053, 'F': 0.5850439882697948}","{'J': 0.7717497556207233, 'F': 0.22825024437927663}",1.6,1.8
6,F,J,4.654559472999365,5.944244587320851,"{'J': 0.37390029325513197, 'F': 0.626099706744868}","{'J': 0.7341153470185728, 'F': 0.26588465298142716}",1.0,1.0
7,F,J,5.494094333398747,6.924845624243492,"{'J': 0.3812316715542522, 'F': 0.6187683284457478}","{'J': 0.6893014167073767, 'F': 0.31069858329262334}",3.0,1.0
8,F,J,6.343471676735092,7.901944067834688,"{'J': 0.3812316715542522, 'F': 0.6187683284457478}","{'J': 0.6826288785731737, 'F': 0.3173711214268263}",2.0,1.0
9,F,J,7.196800405492365,8.853668383650332,"{'J': 0.36656891495601174, 'F': 0.6334310850439883}","{'J': 0.6826288785731737, 'F': 0.3173711214268263}",1.8,1.0
10,F,J,8.066978087511789,9.794564845961485,"{'J': 0.3629919335125886, 'F': 0.6370080664874114}","{'J': 0.6723674566332764, 'F': 0.32763254336672365}",1.0,2.0
