round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,0.824577455577822,0.6745477694543286,"{'J': 0.2094784414315378, 'F': 0.7905215585684622}","{'J': 0.7155067155067155, 'F': 0.2844932844932845}",2.6,1.0
2,J,J,1.578061828314361,2.2321357083852984,"{'J': 0.6619443087445042, 'F': 0.33805569125549584}","{'J': 0.7401074743527113, 'F': 0.2598925256472887}",1.8,3.2
3,F,J,2.5057694276075946,3.2912040662564905,"{'J': 0.4805765941851942, 'F': 0.5194234058148057}","{'J': 0.5851037851037851, 'F': 0.4148962148962149}",2.2,1.8
4,F,J,3.4030194466158554,4.379907076717743,"{'J': 0.48424908424908425, 'F': 0.5157509157509158}","{'J': 0.6114774114774115, 'F': 0.38852258852258853}",2.0,2.0
5,J,J,4.248626789072562,5.543618499311268,"{'J': 0.507696066454923, 'F': 0.49230393354507695}","{'J': 0.6513559736134864, 'F': 0.34864402638651354}",1.8,3.2
6,F,J,5.204606086331781,6.545232821589978,"{'J': 0.43771372740595993, 'F': 0.5622862725940401}","{'J': 0.5851037851037851, 'F': 0.4148962148962149}",2.8,1.0
7,F,J,6.155619031032153,7.4815901727388106,"{'J': 0.3776257938446507, 'F': 0.6223742061553493}","{'J': 0.6150464093795799, 'F': 0.3849535906204201}",3.4,1.8
8,F,J,7.075358630302773,8.468439625733842,"{'J': 0.40742550073277967, 'F': 0.5925744992672203}","{'J': 0.6261294261294261, 'F': 0.3738705738705739}",1.4,1.8
9,F,J,7.995680373037727,9.440249420263113,"{'J': 0.3960420229660396, 'F': 0.6039579770339604}","{'J': 0.6297020029311187, 'F': 0.3702979970688813}",1.8,1.8
10,F,J,8.985539499591088,10.341862036844546,"{'J': 0.35939408746640605, 'F': 0.6406059125335939}","{'J': 0.5964826575476306, 'F': 0.4035173424523693}",1.8,1.4
