round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.2649820591616199,0.8221028884970599,"{'J': 0.3522227650219834, 'F': 0.6477772349780166}","{'J': 0.4263376496457366, 'F': 0.5736623503542634}",1.0,1.8
2,F,J,2.317052197672022,1.7506343130949396,"{'J': 0.41098901098901097, 'F': 0.589010989010989}","{'J': 0.5272416320547276, 'F': 0.47275836794527243}",1.0,2.6
3,F,J,3.4129687197307383,2.6399725829365077,"{'J': 0.3811965811965812, 'F': 0.6188034188034188}","{'J': 0.5155142926948448, 'F': 0.48448570730515517}",4.4,3.8
4,F,J,4.414583042009448,3.595951880195727,"{'J': 0.4148962148962149, 'F': 0.5851037851037851}","{'J': 0.5622862725940401, 'F': 0.43771372740595993}",1.8,2.8
5,F,J,5.358663452723957,4.600885273893166,"{'J': 0.43394383394383396, 'F': 0.566056166056166}","{'J': 0.5964826575476306, 'F': 0.4035173424523693}",3.4,1.6
6,F,J,6.253238019990269,5.70283845830849,"{'J': 0.495970695970696, 'F': 0.504029304029304}","{'J': 0.6077186126038104, 'F': 0.39228138739618956}",1.8,2.6
7,F,J,7.239606003067008,6.689206441385229,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.5583781143136297, 'F': 0.4416218856863703}",1.4,1.8
8,F,J,8.28107428313778,7.622772460023322,"{'J': 0.41098901098901097, 'F': 0.589010989010989}","{'J': 0.5350598582946494, 'F': 0.4649401417053506}",1.0,1.0
9,F,F,9.374822203242832,8.53816709403016,"{'J': 0.4263376496457366, 'F': 0.5736623503542634}","{'J': 0.48448570730515517, 'F': 0.5155142926948448}",3.2,3.4
10,F,F,10.434636575272908,9.481465737644772,"{'J': 0.449438202247191, 'F': 0.550561797752809}","{'J': 0.49230393354507695, 'F': 0.507696066454923}",2.2,2.0
