round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.3378775580094904,0.8044140402312892,"{'J': 0.36672367456633276, 'F': 0.6332763254336672}","{'J': 0.3665445665445665, 'F': 0.6334554334554334}",4.8,5.4
2,F,J,2.304950728013779,1.8332907489321306,"{'J': 0.48815628815628814, 'F': 0.5118437118437118}","{'J': 0.5427454811919883, 'F': 0.4572545188080117}",3.8,3.8
3,F,J,3.2742867168905594,2.856617777437469,"{'J': 0.48034188034188036, 'F': 0.5196581196581197}","{'J': 0.5466536394723986, 'F': 0.45334636052760136}",4.0,4.6
4,F,J,4.247838172220227,3.876343955834874,"{'J': 0.48034188034188036, 'F': 0.5196581196581197}","{'J': 0.5427454811919883, 'F': 0.4572545188080117}",3.8,4.2
5,F,J,5.203607745967329,4.917364109214578,"{'J': 0.49206349206349204, 'F': 0.5079365079365079}","{'J': 0.550561797752809, 'F': 0.449438202247191}",2.8,4.6
6,F,J,6.158400995924232,5.957409847550497,"{'J': 0.48815628815628814, 'F': 0.5118437118437118}","{'J': 0.5544699560332194, 'F': 0.44553004396678064}",4.2,2.8
7,F,J,7.1050575511745375,7.004926827098727,"{'J': 0.48828125, 'F': 0.51171875}","{'J': 0.5621489621489622, 'F': 0.43785103785103785}",3.4,4.0
8,F,J,8.045843761491998,8.062198461714111,"{'J': 0.49609375, 'F': 0.50390625}","{'J': 0.5621489621489622, 'F': 0.43785103785103785}",4.8,4.6
9,F,J,9.012910115277101,9.083246424168323,"{'J': 0.47265625, 'F': 0.52734375}","{'J': 0.5543345543345544, 'F': 0.4456654456654457}",3.6,4.2
10,F,J,9.989456398854635,10.09859956061521,"{'J': 0.4764346764346764, 'F': 0.5235653235653236}","{'J': 0.54296875, 'F': 0.45703125}",4.6,3.0
