round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,0.8080802007524039,1.3021763884489825,"{'J': 0.6619443087445042, 'F': 0.33805569125549584}","{'J': 0.5851037851037851, 'F': 0.4148962148962149}",2.0,1.0
2,J,J,1.72653581955328,2.3994302485786325,"{'J': 0.550561797752809, 'F': 0.449438202247191}","{'J': 0.5388373229115779, 'F': 0.46116267708842207}",2.0,1.8
3,F,F,2.796509517024573,3.3367670507408604,"{'J': 0.45321280234546785, 'F': 0.5467871976545321}","{'J': 0.48046875, 'F': 0.51953125}",1.8,1.4
4,F,F,4.110316670392166,4.1265204800547295,"{'J': 0.304029304029304, 'F': 0.6959706959706959}","{'J': 0.43394383394383396, 'F': 0.566056166056166}",5.0,1.4
5,F,F,5.301772535682835,4.9736042459316225,"{'J': 0.3629702002931119, 'F': 0.6370297997068881}","{'J': 0.46484375, 'F': 0.53515625}",5.0,3.2
6,F,F,6.484870132776142,5.826985337162692,"{'J': 0.3702979970688813, 'F': 0.6297020029311187}","{'J': 0.46484375, 'F': 0.53515625}",1.6,1.0
7,F,F,7.720534491131872,6.640761334291938,"{'J': 0.3242120693867579, 'F': 0.6757879306132422}","{'J': 0.46484375, 'F': 0.53515625}",3.4,1.8
8,F,F,9.016394956997223,7.434696173268301,"{'J': 0.3072789447972643, 'F': 0.6927210552027357}","{'J': 0.44175824175824174, 'F': 0.5582417582417583}",5.0,1.4
9,F,F,10.377235516527213,8.204635775752726,"{'J': 0.2782799902272172, 'F': 0.7217200097727828}","{'J': 0.42626953125, 'F': 0.57373046875}",1.0,1.8
10,F,F,11.674175615275276,9.00420578524211,"{'J': 0.3173711214268263, 'F': 0.6826288785731737}","{'J': 0.43394383394383396, 'F': 0.566056166056166}",2.0,2.8
