round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,0.98748670757461,2.9622099574941854,"{'J': 0.9907377737087053, 'F': 0.009262226291294728}","{'J': 0.9966238512510824, 'F': 0.003376148748917534}",6.0,3.6
2,J,J,1.8645293547565245,5.557654240037392,"{'J': 0.9073373214503724, 'F': 0.09266267854962763}","{'J': 0.9518634962302738, 'F': 0.0481365037697262}",7.2,5.6
3,J,J,2.7347753435367204,8.121711714540599,"{'J': 0.9185130928401392, 'F': 0.08148690715986083}","{'J': 0.9283926500213662, 'F': 0.07160734997863379}",6.0,4.6
4,J,J,3.534478301329799,10.386331232280156,"{'J': 0.8333129808279399, 'F': 0.16668701917206008}","{'J': 0.8991452991452992, 'F': 0.10085470085470086}",7.6,3.2
5,J,J,4.291732197450243,12.353745099092993,"{'J': 0.7717670045182562, 'F': 0.2282329954817438}","{'J': 0.8333129808279399, 'F': 0.16668701917206008}",6.0,3.6
6,J,J,5.043168547604478,14.259488990791539,"{'J': 0.7549749725308266, 'F': 0.24502502746917348}","{'J': 0.8221787982413288, 'F': 0.17782120175867122}",6.0,3.2
7,J,J,5.789465122123708,16.090128370942637,"{'J': 0.734065934065934, 'F': 0.26593406593406593}","{'J': 0.80810546875, 'F': 0.19189453125}",7.6,4.4
8,J,J,6.537792472859674,17.878025824267755,"{'J': 0.7371763556424035, 'F': 0.2628236443575965}","{'J': 0.782608695652174, 'F': 0.21739130434782608}",6.4,5.8
9,J,J,7.290874360447056,19.511693792441218,"{'J': 0.7091575091575092, 'F': 0.29084249084249086}","{'J': 0.7311355311355311, 'F': 0.26886446886446885}",6.6,3.4
10,J,J,8.043140894168882,21.12961738527394,"{'J': 0.6927210552027357, 'F': 0.3072789447972643}","{'J': 0.7401074743527113, 'F': 0.2598925256472887}",7.0,5.4
