round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,1.129216519727716,0.8086692438909213,"{'J': 0.3007573906669924, 'F': 0.6992426093330075}","{'J': 0.5389689714146103, 'F': 0.4610310285853897}",5.4,4.8
2,F,J,1.99783053483013,1.8787727123327775,"{'J': 0.4493887530562347, 'F': 0.5506112469437653}","{'J': 0.6513559736134864, 'F': 0.34864402638651354}",4.2,4.4
3,F,J,2.9439552356579823,2.8399362820475322,"{'J': 0.3960420229660396, 'F': 0.6039579770339604}","{'J': 0.6114774114774115, 'F': 0.38852258852258853}",4.6,4.4
4,F,J,3.8519947907305045,3.836864726008943,"{'J': 0.41098901098901097, 'F': 0.589010989010989}","{'J': 0.6334554334554334, 'F': 0.3665445665445665}",3.8,4.4
5,F,J,4.720732208661865,4.8909197086423335,"{'J': 0.43771372740595993, 'F': 0.5622862725940401}","{'J': 0.654945054945055, 'F': 0.34505494505494505}",5.0,4.4
6,F,J,5.599964749447898,5.933594387272068,"{'J': 0.43394383394383396, 'F': 0.566056166056166}","{'J': 0.6477772349780166, 'F': 0.3522227650219834}",4.6,3.8
7,F,J,6.47415377404005,6.946890801203713,"{'J': 0.4111898363058881, 'F': 0.5888101636941119}","{'J': 0.6583638583638584, 'F': 0.34163614163614164}",6.0,4.0
8,F,J,7.332475520686174,7.9960137024028235,"{'J': 0.43003663003663006, 'F': 0.5699633699633699}","{'J': 0.6653639472398633, 'F': 0.3346360527601368}",5.4,4.2
9,F,J,8.179654981185639,9.063027066175371,"{'J': 0.43771372740595993, 'F': 0.5622862725940401}","{'J': 0.6722032242305813, 'F': 0.3277967757694187}",3.6,4.6
10,F,J,8.988777157340781,10.216959987141259,"{'J': 0.4764346764346764, 'F': 0.5235653235653236}","{'J': 0.6959706959706959, 'F': 0.304029304029304}",4.2,3.6
