round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,0.9537326083514306,0.99938812635549,"{'J': 0.5888101636941119, 'F': 0.4111898363058881}","{'J': 0.4340175953079179, 'F': 0.5659824046920822}",3.4,4.0
2,F,F,2.293924276352455,1.7404393585540565,"{'J': 0.2393987535133814, 'F': 0.7606012464866186}","{'J': 0.4610310285853897, 'F': 0.5389689714146103}",4.6,3.8
3,F,F,3.550572578540468,2.546384046060607,"{'J': 0.31752627719384013, 'F': 0.6824737228061598}","{'J': 0.4571219154654288, 'F': 0.5428780845345712}",3.6,3.6
4,F,F,4.701928552153954,3.3950280724471207,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.5, 'F': 0.5}",5.0,3.2
5,F,J,5.789117824048821,4.29798881396149,"{'J': 0.3960420229660396, 'F': 0.6039579770339604}","{'J': 0.5118437118437118, 'F': 0.48815628815628814}",3.8,3.2
6,F,F,6.870456368259862,5.21665026975045,"{'J': 0.41866145578895947, 'F': 0.5813385442110406}","{'J': 0.5, 'F': 0.5}",3.0,1.4
7,F,J,7.933843723364784,6.148585940019861,"{'J': 0.4263376496457366, 'F': 0.5736623503542634}","{'J': 0.5079365079365079, 'F': 0.49206349206349204}",2.6,1.4
8,F,J,8.990717202520207,7.074969738917708,"{'J': 0.4111898363058881, 'F': 0.5888101636941119}","{'J': 0.5235653235653236, 'F': 0.4764346764346764}",3.2,3.4
9,F,J,9.999012497464028,8.05245393835591,"{'J': 0.449438202247191, 'F': 0.550561797752809}","{'J': 0.53515625, 'F': 0.46484375}",3.0,2.0
10,F,J,11.075495500846616,8.967185811797776,"{'J': 0.4072807231859272, 'F': 0.5927192768140728}","{'J': 0.5118437118437118, 'F': 0.48815628815628814}",3.2,1.0
