round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,0.7956272628685448,0.7134082353154376,"{'J': 0.23086314247344647, 'F': 0.7691368575265536}","{'J': 0.72802734375, 'F': 0.27197265625}",3.2,4.0
2,F,J,1.9514805343529198,1.5469958817998126,"{'J': 0.3310546875, 'F': 0.6689453125}","{'J': 0.5078125, 'F': 0.4921875}",2.8,3.4
3,F,F,3.1614104622962516,2.383246339787111,"{'J': 0.3522227650219834, 'F': 0.6477772349780166}","{'J': 0.4609375, 'F': 0.5390625}",4.6,4.6
4,F,F,4.21965222053801,3.325004581545353,"{'J': 0.44175824175824174, 'F': 0.5582417582417583}","{'J': 0.5, 'F': 0.5}",3.6,3.2
5,F,J,5.24516491585051,4.295829776857853,"{'J': 0.4609375, 'F': 0.5390625}","{'J': 0.51171875, 'F': 0.48828125}",4.0,1.8
6,F,J,6.25804333381926,5.277458194826603,"{'J': 0.46484375, 'F': 0.53515625}","{'J': 0.51953125, 'F': 0.48046875}",3.4,3.8
7,F,J,7.288726574537384,6.238264023478289,"{'J': 0.44553004396678064, 'F': 0.5544699560332194}","{'J': 0.51953125, 'F': 0.48046875}",3.6,1.4
8,F,J,8.331366226552037,7.187855751195016,"{'J': 0.43785103785103785, 'F': 0.5621489621489622}","{'J': 0.515625, 'F': 0.484375}",2.0,3.6
9,F,J,9.359373895965955,8.146252996311011,"{'J': 0.43785103785103785, 'F': 0.5621489621489622}","{'J': 0.52734375, 'F': 0.47265625}",3.6,3.4
10,F,J,10.420003781163807,9.07545579308678,"{'J': 0.41866145578895947, 'F': 0.5813385442110406}","{'J': 0.515625, 'F': 0.484375}",3.8,2.6
