round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.281953678401319,0.816542214979238,"{'J': 0.3486328125, 'F': 0.6513671875}","{'J': 0.41866145578895947, 'F': 0.5813385442110406}",5.8,5.2
2,F,F,2.4774885473849495,1.6605527588956805,"{'J': 0.35939408746640605, 'F': 0.6406059125335939}","{'J': 0.46484375, 'F': 0.53515625}",5.2,5.4
3,F,F,3.753543522749492,2.4526315532102316,"{'J': 0.3007573906669924, 'F': 0.6992426093330075}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",4.8,6.0
4,F,F,4.995669957776361,3.2653872627852194,"{'J': 0.3243771372740596, 'F': 0.6756228627259404}","{'J': 0.4609375, 'F': 0.5390625}",5.8,6.0
5,F,F,6.16450771723912,4.114574533847491,"{'J': 0.3557997557997558, 'F': 0.6442002442002442}","{'J': 0.484375, 'F': 0.515625}",4.6,5.6
6,F,F,7.2966656770583675,4.993202174907578,"{'J': 0.3849535906204201, 'F': 0.6150464093795799}","{'J': 0.48828125, 'F': 0.51171875}",6.2,5.4
7,F,J,8.351950250271617,5.925125899014986,"{'J': 0.41866145578895947, 'F': 0.5813385442110406}","{'J': 0.5196581196581197, 'F': 0.48034188034188036}",4.8,5.2
8,F,J,9.413886491114107,6.841261239369077,"{'J': 0.3997557997557998, 'F': 0.6002442002442002}","{'J': 0.52734375, 'F': 0.47265625}",5.2,5.0
9,F,J,10.43885501217638,7.7966155205046075,"{'J': 0.43003663003663006, 'F': 0.5699633699633699}","{'J': 0.53515625, 'F': 0.46484375}",5.2,5.4
10,F,J,11.405987496924306,8.810107986721237,"{'J': 0.4610310285853897, 'F': 0.5389689714146103}","{'J': 0.5621489621489622, 'F': 0.43785103785103785}",5.0,5.0
