round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,0.6643710334622327,0.9210039755938235,"{'J': 0.32763254336672365, 'F': 0.6723674566332764}","{'J': 0.8006839276990718, 'F': 0.19931607230092818}",5.2,4.6
2,F,F,2.2730675572332744,1.6189860868669195,"{'J': 0.1561202052284388, 'F': 0.8438797947715612}","{'J': 0.38852258852258853, 'F': 0.6114774114774115}",4.4,5.4
3,F,F,3.76867529422205,2.363250394446804,"{'J': 0.23937469467513434, 'F': 0.7606253053248656}","{'J': 0.3849535906204201, 'F': 0.6150464093795799}",5.0,1.0
4,F,F,4.9958702780364765,3.1999022623639384,"{'J': 0.3629702002931119, 'F': 0.6370297997068881}","{'J': 0.44175824175824174, 'F': 0.5582417582417583}",5.6,3.0
5,F,F,6.232714332858059,4.025732611789794,"{'J': 0.34505494505494505, 'F': 0.654945054945055}","{'J': 0.449438202247191, 'F': 0.550561797752809}",4.8,2.0
6,F,F,7.409102712623455,4.8864593346636935,"{'J': 0.3812316715542522, 'F': 0.6187683284457478}","{'J': 0.4609375, 'F': 0.5390625}",5.0,3.4
7,F,F,8.561487520738831,5.76099337279618,"{'J': 0.39232461500855537, 'F': 0.6076753849914447}","{'J': 0.46875, 'F': 0.53125}",5.2,2.4
8,F,F,9.771059167403711,6.597335903681871,"{'J': 0.3522227650219834, 'F': 0.6477772349780166}","{'J': 0.46116267708842207, 'F': 0.5388373229115779}",5.0,4.6
9,F,F,10.984557829613824,7.436315461879998,"{'J': 0.35939408746640605, 'F': 0.6406059125335939}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",4.8,2.8
10,F,F,12.202302033395817,8.272384840285131,"{'J': 0.35581622678396874, 'F': 0.6441837732160313}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",6.2,1.0
