round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.3581544324141994,0.7071280394523228,"{'J': 0.20185728250244378, 'F': 0.7981427174975562}","{'J': 0.4726295210166178, 'F': 0.5273704789833822}",2.0,1.8
2,F,F,2.6171579109574354,1.4885394572927524,"{'J': 0.2846643802057815, 'F': 0.7153356197942186}","{'J': 0.47653958944281527, 'F': 0.5234604105571847}",2.0,1.4
3,F,F,3.9939180470378792,2.245724642504493,"{'J': 0.25996576179995107, 'F': 0.7400342382000489}","{'J': 0.4302467627656975, 'F': 0.5697532372343025}",1.0,1.0
4,F,F,5.238596008117348,3.0335250076885307,"{'J': 0.29098460786709013, 'F': 0.7090153921329099}","{'J': 0.4805765941851942, 'F': 0.5194234058148057}",3.4,1.8
5,F,F,6.57049043793573,3.7915223827013933,"{'J': 0.2598386702517722, 'F': 0.7401613297482278}","{'J': 0.45321280234546785, 'F': 0.5467871976545321}",3.0,1.0
6,F,F,7.836735449246711,4.577372994127545,"{'J': 0.29095354523227385, 'F': 0.7090464547677262}","{'J': 0.46884925482531153, 'F': 0.5311507451746885}",2.0,1.4
7,F,F,9.027874693306076,5.406757668930195,"{'J': 0.3346370080664874, 'F': 0.6653629919335126}","{'J': 0.48448570730515517, 'F': 0.5155142926948448}",1.8,1.6
8,F,F,10.251487955791712,6.2295252309595055,"{'J': 0.3346370080664874, 'F': 0.6653629919335126}","{'J': 0.4649401417053506, 'F': 0.5350598582946494}",3.0,2.0
9,F,F,11.413428801550694,7.067584385200522,"{'J': 0.33805915424101685, 'F': 0.6619408457589832}","{'J': 0.5, 'F': 0.5}",2.0,2.0
10,F,F,12.559932134511675,7.925340217359548,"{'J': 0.3594132029339853, 'F': 0.6405867970660146}","{'J': 0.49621304666503785, 'F': 0.5037869533349622}",3.6,1.0
