round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,0.5726304283358667,0.8636397063914912,"{'J': 0.8479960899315738, 'F': 0.1520039100684262}","{'J': 0.2975085490962384, 'F': 0.7024914509037616}",8.0,8.0
2,F,F,1.8434567875111587,1.6228628586607479,"{'J': 0.2598386702517722, 'F': 0.7401613297482278}","{'J': 0.4843597262952102, 'F': 0.5156402737047898}",7.2,7.6
3,J,J,2.6312903185458714,3.0073515609280896,"{'J': 0.6758013212625398, 'F': 0.3241986787374602}","{'J': 0.6225262643537748, 'F': 0.3774737356462253}",8.0,7.0
4,F,J,3.677773788699798,3.9240618055990653,"{'J': 0.3923679060665362, 'F': 0.6076320939334638}","{'J': 0.5427454811919883, 'F': 0.4572545188080117}",8.0,7.4
5,J,J,4.48916419041278,5.239910473060636,"{'J': 0.626099706744868, 'F': 0.37390029325513197}","{'J': 0.6261294261294261, 'F': 0.3738705738705739}",7.4,5.2
6,F,J,5.536436874209332,6.186757973445468,"{'J': 0.4379436964504284, 'F': 0.5620563035495716}","{'J': 0.5118437118437118, 'F': 0.48815628815628814}",7.2,6.2
7,J,J,6.339898217274877,7.498320852025206,"{'J': 0.6689469826533105, 'F': 0.33105301734668946}","{'J': 0.5851037851037851, 'F': 0.4148962148962149}",6.4,7.0
8,F,F,7.4314718269288536,8.411757230730121,"{'J': 0.41862745098039217, 'F': 0.5813725490196079}","{'J': 0.49230393354507695, 'F': 0.507696066454923}",7.8,7.2
9,J,J,8.257240785849127,9.682024980411676,"{'J': 0.6296748961134196, 'F': 0.3703251038865803}","{'J': 0.5925744992672203, 'F': 0.40742550073277967}",7.0,6.8
10,F,J,9.287441717798126,10.649416676746572,"{'J': 0.4608993157380254, 'F': 0.5391006842619745}","{'J': 0.507696066454923, 'F': 0.49230393354507695}",6.8,7.0
