round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.2575926403671032,0.8120625964003227,"{'J': 0.449438202247191, 'F': 0.550561797752809}","{'J': 0.3277967757694187, 'F': 0.6722032242305813}",5.8,6.0
2,F,F,2.739764055311607,1.5757969786567303,"{'J': 0.28138739618954567, 'F': 0.7186126038104543}","{'J': 0.35939408746640605, 'F': 0.6406059125335939}",6.0,4.4
3,F,F,4.3835980502268965,2.312938252516817,"{'J': 0.21201758671226184, 'F': 0.7879824132877381}","{'J': 0.3346360527601368, 'F': 0.6653639472398633}",6.0,4.2
4,F,F,5.890023807629216,3.06612501800827,"{'J': 0.2568359375, 'F': 0.7431640625}","{'J': 0.3665445665445665, 'F': 0.6334554334554334}",6.4,4.2
5,F,F,7.370513019334842,3.828842786588276,"{'J': 0.27814407814407816, 'F': 0.7218559218559218}","{'J': 0.3629702002931119, 'F': 0.6370297997068881}",5.6,4.2
6,F,F,8.521527022692595,4.702214466991206,"{'J': 0.38852258852258853, 'F': 0.6114774114774115}","{'J': 0.47265625, 'F': 0.52734375}",4.4,4.4
7,F,F,9.72957126739946,5.549119386141898,"{'J': 0.37390029325513197, 'F': 0.626099706744868}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",5.4,5.0
8,F,F,10.851882135204834,6.43944002195704,"{'J': 0.3997557997557998, 'F': 0.6002442002442002}","{'J': 0.48424908424908425, 'F': 0.5157509157509158}",6.0,4.6
9,F,F,12.020729288356424,7.307477242598629,"{'J': 0.3924731182795699, 'F': 0.6075268817204301}","{'J': 0.4571219154654288, 'F': 0.5428780845345712}",5.6,4.125
10,F,F,13.268509453439805,8.140310559164933,"{'J': 0.3700980392156863, 'F': 0.6299019607843137}","{'J': 0.4224285365257757, 'F': 0.5775714634742243}",5.4,4.4
