round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,0.8037243755379179,1.220195071333079,"{'J': 0.5155142926948448, 'F': 0.48448570730515517}","{'J': 0.6927210552027357, 'F': 0.3072789447972643}",2.0,3.2
2,F,F,2.0487526577914075,1.9828120342431537,"{'J': 0.2628236443575965, 'F': 0.7371763556424035}","{'J': 0.495970695970696, 'F': 0.504029304029304}",1.8,1.0
3,F,F,3.1999828892215083,2.84396973643551,"{'J': 0.36656891495601174, 'F': 0.6334310850439883}","{'J': 0.48839482042511606, 'F': 0.5116051795748839}",2.0,1.8
4,F,J,4.274963813317612,3.757013930826042,"{'J': 0.4035173424523693, 'F': 0.5964826575476306}","{'J': 0.5155142926948448, 'F': 0.48448570730515517}",1.0,1.0
5,F,J,5.270050686410245,4.72935055807733,"{'J': 0.4302467627656975, 'F': 0.5697532372343025}","{'J': 0.5583781143136297, 'F': 0.4416218856863703}",1.8,1.4
6,F,J,6.235615172573108,5.725203270913372,"{'J': 0.43771372740595993, 'F': 0.5622862725940401}","{'J': 0.5774303859306302, 'F': 0.4225696140693698}",2.0,3.6
7,F,J,7.16097885522973,6.741029749725437,"{'J': 0.43394383394383396, 'F': 0.566056166056166}","{'J': 0.6112875641338871, 'F': 0.38871243586611287}",3.0,1.8
8,F,J,8.113587424396567,7.7082939124438115,"{'J': 0.4035173424523693, 'F': 0.5964826575476306}","{'J': 0.6038104543234001, 'F': 0.3961895456765999}",2.6,1.0
9,F,J,9.10261665688283,8.666762104408097,"{'J': 0.41098901098901097, 'F': 0.589010989010989}","{'J': 0.57373046875, 'F': 0.42626953125}",2.0,1.4
10,F,J,10.10719371148431,9.588593093264,"{'J': 0.3811965811965812, 'F': 0.6188034188034188}","{'J': 0.5774303859306302, 'F': 0.4225696140693698}",2.2,1.6
