round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,1.153807540101221,0.6380087301497064,"{'J': 0.16452913155001833, 'F': 0.8354708684499816}","{'J': 0.5775714634742243, 'F': 0.4224285365257757}",2.6,2.0
2,F,J,2.137920737155483,1.467674224369169,"{'J': 0.3040078201368524, 'F': 0.6959921798631477}","{'J': 0.6187683284457478, 'F': 0.3812316715542522}",1.8,3.2
3,F,J,3.250032297527069,2.1854712358934014,"{'J': 0.22541233964569335, 'F': 0.7745876603543067}","{'J': 0.5774303859306302, 'F': 0.4225696140693698}",2.6,3.0
4,F,J,4.295006498323612,2.928466448172964,"{'J': 0.24505252870754948, 'F': 0.7549474712924505}","{'J': 0.6039579770339604, 'F': 0.3960420229660396}",2.0,2.0
5,F,J,5.355079273807056,3.6716095961667685,"{'J': 0.24505252870754948, 'F': 0.7549474712924505}","{'J': 0.5964826575476306, 'F': 0.4035173424523693}",3.0,2.0
6,F,J,6.474618454704322,4.375313578229324,"{'J': 0.21465201465201464, 'F': 0.7853479853479853}","{'J': 0.5774303859306302, 'F': 0.4225696140693698}",2.0,1.8
7,F,J,7.579677063352709,5.056624658867792,"{'J': 0.19931607230092818, 'F': 0.8006839276990718}","{'J': 0.5888101636941119, 'F': 0.4111898363058881}",1.4,1.0
8,F,J,8.66615198789353,5.7769973900347455,"{'J': 0.22813873961895456, 'F': 0.7718612603810454}","{'J': 0.5888101636941119, 'F': 0.4111898363058881}",1.8,1.0
9,F,J,9.763597625814223,6.490494296802449,"{'J': 0.22277893193205425, 'F': 0.7772210680679458}","{'J': 0.5852467024914509, 'F': 0.4147532975085491}",2.0,1.0
10,F,J,10.85876247137724,7.192601400114106,"{'J': 0.2146609651802077, 'F': 0.7853390348197923}","{'J': 0.5888101636941119, 'F': 0.4111898363058881}",1.8,1.0
