round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,0.9229636644163883,0.9900917493388631,"{'J': 0.4111898363058881, 'F': 0.5888101636941119}","{'J': 0.6223742061553493, 'F': 0.3776257938446507}",4.6,4.0
2,J,J,1.7209190187448133,2.316913156507393,"{'J': 0.5888101636941119, 'F': 0.4111898363058881}","{'J': 0.6756228627259404, 'F': 0.3243771372740596}",5.6,3.6
3,F,J,2.672145933857548,3.3450648103312686,"{'J': 0.4649401417053506, 'F': 0.5350598582946494}","{'J': 0.5735222276502199, 'F': 0.4264777723497802}",4.0,6.0
4,J,J,3.540148158196769,4.489013310616765,"{'J': 0.5118437118437118, 'F': 0.48815628815628814}","{'J': 0.6261294261294261, 'F': 0.3738705738705739}",4.0,4.4
5,J,J,4.397760337683948,5.6359340981625525,"{'J': 0.504029304029304, 'F': 0.495970695970696}","{'J': 0.640625, 'F': 0.359375}",5.6,4.4
6,F,J,5.297175300688655,6.718987644805843,"{'J': 0.48034188034188036, 'F': 0.5196581196581197}","{'J': 0.6114774114774115, 'F': 0.38852258852258853}",5.2,5.0
7,J,J,6.145965602825317,7.9045970091157445,"{'J': 0.5313797313797314, 'F': 0.4686202686202686}","{'J': 0.6370297997068881, 'F': 0.3629702002931119}",4.0,5.4
8,J,J,6.986087897441171,9.119902498650992,"{'J': 0.550561797752809, 'F': 0.449438202247191}","{'J': 0.6370297997068881, 'F': 0.3629702002931119}",5.2,5.4
9,F,J,7.87743489381992,10.217654890101478,"{'J': 0.48815628815628814, 'F': 0.5118437118437118}","{'J': 0.6150464093795799, 'F': 0.3849535906204201}",5.2,6.0
10,J,J,8.73505314811624,11.373020167498998,"{'J': 0.5118437118437118, 'F': 0.48815628815628814}","{'J': 0.6370297997068881, 'F': 0.3629702002931119}",5.4,4.8
