round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,0.7403233193161836,1.6570953188782416,"{'J': 0.6757879306132422, 'F': 0.3242120693867579}","{'J': 0.7825980691677868, 'F': 0.21740193083221312}",2.8,3.4
2,F,F,1.9861412871457684,2.4946063257972857,"{'J': 0.3960420229660396, 'F': 0.6039579770339604}","{'J': 0.3998044965786901, 'F': 0.6001955034213099}",1.8,1.0
3,F,F,3.0462435431253283,3.43767568652307,"{'J': 0.44930368922550695, 'F': 0.550696310774493}","{'J': 0.4921798631476051, 'F': 0.5078201368523949}",2.0,4.0
4,J,J,3.964602842600892,4.53536555037684,"{'J': 0.5428780845345712, 'F': 0.4571219154654288}","{'J': 0.5467871976545321, 'F': 0.45321280234546785}",1.8,3.8
5,F,F,5.036282096621358,5.46750799895569,"{'J': 0.43792766373411535, 'F': 0.5620723362658846}","{'J': 0.49230393354507695, 'F': 0.507696066454923}",1.8,1.8
6,J,J,5.967351505405604,6.546635067158456,"{'J': 0.5467871976545321, 'F': 0.45321280234546785}","{'J': 0.5272416320547276, 'F': 0.47275836794527243}",3.2,2.0
7,F,F,7.063742553346474,7.463865699787169,"{'J': 0.43779027132730386, 'F': 0.5622097286726961}","{'J': 0.4726295210166178, 'F': 0.5273704789833822}",2.0,1.0
8,F,J,8.044319147531668,8.483289105601974,"{'J': 0.5, 'F': 0.5}","{'J': 0.5194234058148057, 'F': 0.4805765941851942}",1.8,2.0
9,F,J,9.031993872884058,9.49441850967413,"{'J': 0.49230393354507695, 'F': 0.507696066454923}","{'J': 0.5194234058148057, 'F': 0.4805765941851942}",1.8,1.8
10,F,J,10.008446492407096,10.509962260396776,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.5428780845345712, 'F': 0.4571219154654288}",3.0,2.0
