round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.0518941213416457,0.9507458193626572,"{'J': 0.49230393354507695, 'F': 0.507696066454923}","{'J': 0.4571219154654288, 'F': 0.5428780845345712}",6.8,6.2
2,J,J,1.8367161680900341,2.3051725532255647,"{'J': 0.6959921798631477, 'F': 0.3040078201368524}","{'J': 0.5888101636941119, 'F': 0.4111898363058881}",6.4,5.2
3,J,F,2.821009015075283,3.3202536037818167,"{'J': 0.5194234058148057, 'F': 0.4805765941851942}","{'J': 0.495970695970696, 'F': 0.504029304029304}",7.4,5.2
4,J,J,3.794013701297658,4.347962843804763,"{'J': 0.5037869533349622, 'F': 0.49621304666503785}","{'J': 0.5235653235653236, 'F': 0.4764346764346764}",5.8,5.4
5,F,J,4.793528940246075,5.34795896571635,"{'J': 0.49230393354507695, 'F': 0.507696066454923}","{'J': 0.5079365079365079, 'F': 0.49206349206349204}",6.8,6.8
6,J,J,5.692687066914585,6.472800001380742,"{'J': 0.5428780845345712, 'F': 0.4571219154654288}","{'J': 0.5699633699633699, 'F': 0.43003663003663006}",7.6,5.8
7,J,J,6.662071132682334,7.50424123792787,"{'J': 0.5037869533349622, 'F': 0.49621304666503785}","{'J': 0.5272416320547276, 'F': 0.47275836794527243}",6.8,6.6
8,J,J,7.59643916198063,8.578581584040498,"{'J': 0.5233325189347666, 'F': 0.4766674810652333}","{'J': 0.5466536394723986, 'F': 0.45334636052760136}",6.2,6.0
9,J,J,8.513215503970752,9.674135296012484,"{'J': 0.5233325189347666, 'F': 0.4766674810652333}","{'J': 0.566056166056166, 'F': 0.43394383394383396}",6.8,5.6
10,J,J,9.440921617724845,10.757448269381651,"{'J': 0.5272416320547276, 'F': 0.47275836794527243}","{'J': 0.550561797752809, 'F': 0.449438202247191}",7.2,5.8
