round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,0.8872120631221534,1.14317962082438,"{'J': 0.5467871976545321, 'F': 0.45321280234546785}","{'J': 0.5811965811965812, 'F': 0.4188034188034188}",7.8,6.0
2,F,J,2.00847073276792,2.013449136255186,"{'J': 0.36656891495601174, 'F': 0.6334310850439883}","{'J': 0.5079365079365079, 'F': 0.49206349206349204}",7.6,5.0
3,F,J,3.0702330021913258,2.9298011778505924,"{'J': 0.39995113608600047, 'F': 0.6000488639139995}","{'J': 0.52734375, 'F': 0.47265625}",6.0,6.6
4,F,J,4.042310428103632,3.9250491150623787,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.5699633699633699, 'F': 0.43003663003663006}",6.333333333333333,6.4
5,J,J,4.932581818568437,5.05495276817108,"{'J': 0.5272416320547276, 'F': 0.47275836794527243}","{'J': 0.5925744992672203, 'F': 0.40742550073277967}",6.8,7.6
6,F,J,5.98214456651907,6.003634212113882,"{'J': 0.44553004396678064, 'F': 0.5544699560332194}","{'J': 0.504029304029304, 'F': 0.495970695970696}",5.8,6.8
7,F,J,6.934702036836598,7.049495141084633,"{'J': 0.49608993157380255, 'F': 0.5039100684261975}","{'J': 0.550561797752809, 'F': 0.449438202247191}",5.0,5.8
8,J,J,7.810203969133461,8.211538693464924,"{'J': 0.550696310774493, 'F': 0.44930368922550695}","{'J': 0.5925744992672203, 'F': 0.40742550073277967}",6.0,4.8
9,F,J,8.83597419304731,9.17549965244298,"{'J': 0.44553004396678064, 'F': 0.5544699560332194}","{'J': 0.5235653235653236, 'F': 0.4764346764346764}",4.8,6.4
10,J,J,9.76991731874561,10.249413185276511,"{'J': 0.5194234058148057, 'F': 0.4805765941851942}","{'J': 0.550561797752809, 'F': 0.449438202247191}",6.0,6.2
