round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,0.9309904664081509,0.9381356200115358,"{'J': 0.6297020029311187, 'F': 0.3702979970688813}","{'J': 0.3738705738705739, 'F': 0.6261294261294261}",4.6,6.2
2,F,J,2.028655637422955,1.8095722518393655,"{'J': 0.3594132029339853, 'F': 0.6405867970660146}","{'J': 0.5274725274725275, 'F': 0.4725274725274725}",4.4,6.4
3,F,J,3.154609087832794,2.6457358439277074,"{'J': 0.32763254336672365, 'F': 0.6723674566332764}","{'J': 0.5274725274725275, 'F': 0.4725274725274725}",5.6,3.4
4,F,J,4.0834098642153975,3.618796632132609,"{'J': 0.3997557997557998, 'F': 0.6002442002442002}","{'J': 0.6223742061553493, 'F': 0.3776257938446507}",4.8,4.8
5,F,J,4.983135391032795,4.629904669941702,"{'J': 0.41866145578895947, 'F': 0.5813385442110406}","{'J': 0.6370297997068881, 'F': 0.3629702002931119}",4.0,5.2
6,F,J,5.919576640712931,5.5660400430091705,"{'J': 0.37371763556424037, 'F': 0.6262823644357597}","{'J': 0.6261294261294261, 'F': 0.3738705738705739}",4.6,4.2
7,F,J,6.856680072612356,6.46734239459249,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.6334554334554334, 'F': 0.3665445665445665}",3.2,4.0
8,F,J,7.716168587569621,7.440786571942917,"{'J': 0.3811965811965812, 'F': 0.6188034188034188}","{'J': 0.67578125, 'F': 0.32421875}",4.0,4.4
9,F,J,8.628816142858629,8.353434127231925,"{'J': 0.3522227650219834, 'F': 0.6477772349780166}","{'J': 0.6477772349780166, 'F': 0.3522227650219834}",5.0,6.0
10,F,J,9.5415284111504,9.265829866212687,"{'J': 0.35206450036647935, 'F': 0.6479354996335206}","{'J': 0.6477772349780166, 'F': 0.3522227650219834}",4.8,5.0
