round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,1.5491773659875567,1.8447267204292046,"{'J': 0.7462102689486553, 'F': 0.2537897310513447}","{'J': 0.647693817468106, 'F': 0.352306182531894}",8.0,8.2,8.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0
2,J,F,2.928472831402104,3.480814281839578,"{'J': 0.5504901960784314, 'F': 0.44950980392156864}","{'J': 0.4648928307464893, 'F': 0.5351071692535108}",7.8,8.0,8.0,6.0,8.0,9.0,8.0,8.0,7.0,8.0,9.0,8.0
3,J,J,4.435387947692494,5.188271177971669,"{'J': 0.6406096361848574, 'F': 0.35939036381514256}","{'J': 0.5737623762376237, 'F': 0.4262376237623762}",8.0,8.4,8.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0
4,J,J,5.933509981284718,6.878417643331599,"{'J': 0.6261383214373616, 'F': 0.37386167856263847}","{'J': 0.5621301775147929, 'F': 0.4378698224852071}",8.0,8.2,8.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0
5,J,J,7.419605511496056,8.557994755796939,"{'J': 0.6150832517140059, 'F': 0.38491674828599415}","{'J': 0.5505893909626719, 'F': 0.4494106090373281}",7.8,8.4,8.0,6.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0
6,J,J,8.901871879749217,10.233834385777632,"{'J': 0.6113152094048494, 'F': 0.3886847905951506}","{'J': 0.5467907888290053, 'F': 0.4532092111709946}",8.0,8.6,8.0,7.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0
7,J,J,10.396606953014567,11.931128945129286,"{'J': 0.6297747306562194, 'F': 0.3702252693437806}","{'J': 0.5622549019607843, 'F': 0.4377450980392157}",8.0,8.6,8.0,7.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0
8,J,J,11.870661631378807,13.61135986788107,"{'J': 0.6115055079559364, 'F': 0.38849449204406367}","{'J': 0.5427800931600882, 'F': 0.45721990683991176}",8.0,8.6,8.0,7.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0
9,J,J,13.430749854557392,15.30311565820448,"{'J': 0.6478666012751348, 'F': 0.35213339872486515}","{'J': 0.6039774122268599, 'F': 0.3960225877731402}",8.4,8.6,8.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0
10,J,J,15.044216725546605,17.030459202361747,"{'J': 0.6893846531012503, 'F': 0.3106153468987497}","{'J': 0.6514257620452311, 'F': 0.34857423795476894}",7.8,8.6,8.0,6.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0
