round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,0.9135056319943138,0.838181591886708,"{'J': 0.6960136952800196, 'F': 0.30398630471998045}","{'J': 0.3416483247737833, 'F': 0.6583516752262166}",6.2,6.6,6.0,7.0,6.0,8.0,4.0,6.0,8.0,7.0,8.0,4.0
2,J,F,2.2239727388664097,1.527714485014612,"{'J': 0.8104671068720959, 'F': 0.18953289312790414}","{'J': 0.5, 'F': 0.5}",6.0,6.2,6.0,6.0,6.0,8.0,4.0,6.0,7.0,6.0,8.0,4.0
3,J,J,3.654234108812884,2.157184537149479,"{'J': 0.8807878157685486, 'F': 0.11921218423145147}","{'J': 0.5196078431372549, 'F': 0.4803921568627451}",6.2,7.2,6.0,7.0,6.0,8.0,4.0,6.0,8.0,7.0,9.0,6.0
4,J,F,4.879194991365712,2.77586306429318,"{'J': 0.8577712609970675, 'F': 0.14222873900293256}","{'J': 0.4453699167074963, 'F': 0.5546300832925036}",6.4,7.4,6.0,7.0,6.0,8.0,5.0,6.0,8.0,8.0,9.0,6.0
5,J,F,6.115987872425748,3.376919370456055,"{'J': 0.8723091976516634, 'F': 0.1276908023483366}","{'J': 0.44555908979691705, 'F': 0.554440910203083}",6.4,6.8,6.0,7.0,6.0,8.0,5.0,6.0,8.0,8.0,8.0,4.0
6,J,F,7.325591175142448,4.020303650161246,"{'J': 0.8375504217088375, 'F': 0.16244957829116244}","{'J': 0.44555908979691705, 'F': 0.554440910203083}",6.0,7.0,6.0,6.0,6.0,8.0,4.0,6.0,8.0,8.0,9.0,4.0
7,J,F,8.439715580677316,4.681837635363758,"{'J': 0.8152492668621701, 'F': 0.18475073313782991}","{'J': 0.41104594330400784, 'F': 0.5889540566959922}",6.8,6.8,6.0,7.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,4.0
8,J,F,9.598067381274333,5.329645123961581,"{'J': 0.8289345063538612, 'F': 0.1710654936461388}","{'J': 0.4263376496457366, 'F': 0.5736623503542634}",6.6,6.8,6.0,7.0,8.0,8.0,4.0,6.0,8.0,8.0,8.0,4.0
9,J,F,10.775470891647995,5.9771048553081085,"{'J': 0.8310926423857248, 'F': 0.16890735761427525}","{'J': 0.4338792471278416, 'F': 0.5661207528721584}",6.6,6.8,6.0,7.0,8.0,8.0,4.0,6.0,8.0,8.0,8.0,4.0
10,J,F,11.874129314184644,6.633439342248241,"{'J': 0.8175931582162492, 'F': 0.18240684178375077}","{'J': 0.4035688095820093, 'F': 0.5964311904179908}",6.2,6.6,6.0,7.0,6.0,8.0,4.0,6.0,7.0,8.0,8.0,4.0
