round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,0.9820021251784761,0.7972697639441472,"{'J': 0.7185892725936811, 'F': 0.2814107274063189}","{'J': 0.37377690802348335, 'F': 0.6262230919765166}",4.8,5.2,4.0,5.0,5.0,8.0,2.0,4.0,5.0,5.0,8.0,4.0
2,J,J,2.3212994679474996,1.4873870510376723,"{'J': 0.8128368446839784, 'F': 0.18716315531602157}","{'J': 0.5117531831537708, 'F': 0.48824681684622917}",5.6,5.6,4.0,6.0,6.0,8.0,4.0,4.0,6.0,6.0,8.0,4.0
3,J,F,3.375303470445708,2.1676674796478865,"{'J': 0.7982326951399117, 'F': 0.20176730486008837}","{'J': 0.38862909180408567, 'F': 0.6113709081959143}",5.6,5.6,4.0,6.0,6.0,8.0,4.0,4.0,6.0,6.0,8.0,4.0
4,J,F,4.4388077286792855,2.8234345997887784,"{'J': 0.8151986183074266, 'F': 0.1848013816925734}","{'J': 0.38866995073891625, 'F': 0.6113300492610837}",5.6,6.0,4.0,6.0,6.0,8.0,4.0,4.0,6.0,8.0,8.0,4.0
5,J,F,5.519218095179457,3.520806645820292,"{'J': 0.7879758531477147, 'F': 0.21202414685228532}","{'J': 0.4035433070866142, 'F': 0.5964566929133859}",5.4,5.6,4.0,5.0,6.0,8.0,4.0,4.0,6.0,6.0,8.0,4.0
6,J,F,6.548532841621559,4.222674065119503,"{'J': 0.7826193690929176, 'F': 0.21738063090708237}","{'J': 0.3811042944785276, 'F': 0.6188957055214724}",5.6,5.2,4.0,6.0,6.0,8.0,4.0,4.0,5.0,6.0,8.0,3.0
7,J,F,7.608169021874431,4.9303248461912705,"{'J': 0.7799142682180037, 'F': 0.22008573178199634}","{'J': 0.396078431372549, 'F': 0.6039215686274509}",4.8,3.8,4.0,5.0,5.0,8.0,2.0,4.0,4.0,4.0,4.0,3.0
8,J,F,8.704617187076337,5.628892110868246,"{'J': 0.787930823009935, 'F': 0.212069176990065}","{'J': 0.41100962725253026, 'F': 0.5889903727474698}",5.6,3.8,4.0,6.0,6.0,8.0,4.0,4.0,4.0,4.0,4.0,3.0
9,J,F,9.76760527345147,6.328914283297641,"{'J': 0.78531211750306, 'F': 0.21468788249694}","{'J': 0.3961708394698085, 'F': 0.6038291605301914}",4.8,3.6,4.0,4.0,4.0,8.0,4.0,4.0,4.0,4.0,4.0,2.0
10,J,F,10.809348713864663,7.01963200118934,"{'J': 0.7905951506245408, 'F': 0.20940484937545922}","{'J': 0.38491771063620733, 'F': 0.6150822893637927}",3.8,3.8,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0
