round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,1.1599200072134432,2.098048548622967,"{'J': 0.7853390348197923, 'F': 0.2146609651802077}","{'J': 0.4726295210166178, 'F': 0.5273704789833822}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
2,J,F,2.427483859132194,3.8647799445897713,"{'J': 0.600342214617453, 'F': 0.39965778538254704}","{'J': 0.43395303326810175, 'F': 0.5660469667318982}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
3,J,F,3.6984547566621524,5.589896109911366,"{'J': 0.5737344093910491, 'F': 0.42626559060895086}","{'J': 0.42235265346050377, 'F': 0.5776473465394962}",4.4,4.2,4.0,3.0,5.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
4,F,F,4.987593904810581,7.079165537549899,"{'J': 0.42255933447516514, 'F': 0.5774406655248349}","{'J': 0.3558492413117964, 'F': 0.6441507586882036}",4.4,4.2,4.0,3.0,5.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
5,J,J,6.352587550961567,8.88443779470924,"{'J': 0.6585127201565558, 'F': 0.34148727984344424}","{'J': 0.5117531831537708, 'F': 0.48824681684622917}",5.2,4.2,4.0,5.0,6.0,8.0,3.0,4.0,3.0,4.0,8.0,2.0
6,J,J,7.73967055910683,10.796623162883305,"{'J': 0.737151248164464, 'F': 0.26284875183553597}","{'J': 0.562117128154864, 'F': 0.437882871845136}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
7,J,J,9.07574206635382,12.706378820302756,"{'J': 0.7185276073619632, 'F': 0.2814723926380368}","{'J': 0.5272995573044762, 'F': 0.47270044269552386}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
8,J,J,10.483601736646976,14.565898274720118,"{'J': 0.7089661930426262, 'F': 0.29103380695737385}","{'J': 0.5584129316678913, 'F': 0.44158706833210876}",4.4,4.2,4.0,3.0,5.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
9,J,J,11.91226648383814,16.47518621017531,"{'J': 0.7490802060338484, 'F': 0.2509197939661516}","{'J': 0.5888724766125062, 'F': 0.41112752338749387}",5.2,4.2,4.0,5.0,6.0,8.0,3.0,4.0,3.0,4.0,8.0,2.0
10,J,J,13.306280222797904,18.327001715572756,"{'J': 0.6992149165848871, 'F': 0.30078508341511284}","{'J': 0.5466143277723258, 'F': 0.4533856722276742}",4.4,4.2,4.0,3.0,5.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
