round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,0.751087663807676,1.1556808717236302,"{'J': 0.5467871976545321, 'F': 0.45321280234546785}","{'J': 0.25091619838749085, 'F': 0.7490838016125092}",6.6,6.6,6.0,7.0,8.0,8.0,4.0,6.0,7.0,8.0,8.0,4.0
2,J,J,2.1461940386146665,1.8566284657876344,"{'J': 0.8081104189568828, 'F': 0.19188958104311712}","{'J': 0.5389689714146103, 'F': 0.4610310285853897}",6.8,6.8,6.0,7.0,8.0,8.0,5.0,6.0,7.0,8.0,8.0,5.0
3,J,F,3.0202152076410385,2.9329956758697246,"{'J': 0.543010752688172, 'F': 0.45698924731182794}","{'J': 0.35581622678396874, 'F': 0.6441837732160313}",6.8,6.8,6.0,7.0,8.0,8.0,5.0,6.0,7.0,8.0,8.0,5.0
4,J,F,4.029714809703146,3.845308089380971,"{'J': 0.626099706744868, 'F': 0.37390029325513197}","{'J': 0.42249388753056233, 'F': 0.5775061124694376}",6.8,6.6,6.0,7.0,8.0,8.0,5.0,6.0,7.0,8.0,8.0,4.0
5,J,F,5.036710629562756,4.72091844006822,"{'J': 0.658357771260997, 'F': 0.3416422287390029}","{'J': 0.4073349633251834, 'F': 0.5926650366748166}",6.6,6.6,6.0,7.0,8.0,8.0,4.0,6.0,7.0,8.0,8.0,4.0
6,J,F,6.005487442570186,5.623821594174151,"{'J': 0.6441837732160313, 'F': 0.35581622678396874}","{'J': 0.38875305623471884, 'F': 0.6112469437652812}",6.6,6.6,6.0,7.0,8.0,8.0,4.0,6.0,7.0,8.0,8.0,4.0
7,J,F,6.9641662683746315,6.552876134756635,"{'J': 0.626099706744868, 'F': 0.37390029325513197}","{'J': 0.38871243586611287, 'F': 0.6112875641338871}",6.6,6.6,6.0,7.0,8.0,8.0,4.0,6.0,7.0,8.0,8.0,4.0
8,J,F,7.946511521507303,7.447629963477985,"{'J': 0.6477633830359325, 'F': 0.35223661696406744}","{'J': 0.39603232916972814, 'F': 0.6039676708302718}",6.6,6.6,6.0,7.0,8.0,8.0,4.0,6.0,7.0,8.0,8.0,4.0
9,J,F,8.928719390819863,8.314797622654352,"{'J': 0.6689570552147239, 'F': 0.33104294478527607}","{'J': 0.3885630498533724, 'F': 0.6114369501466276}",6.6,6.6,6.0,7.0,8.0,8.0,4.0,6.0,7.0,8.0,8.0,4.0
10,J,F,9.91063460804403,9.223044247307362,"{'J': 0.6370297997068881, 'F': 0.3629702002931119}","{'J': 0.3998044965786901, 'F': 0.6001955034213099}",6.6,6.6,6.0,7.0,8.0,8.0,4.0,6.0,7.0,8.0,8.0,4.0
