round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,1.031067826148232,1.2280213709820844,"{'J': 0.9032809922404839, 'F': 0.0967190077595161}","{'J': 0.8376298106291997, 'F': 0.16237018937080025}",4.0,4.6
2,F,F,3.1606569353501603,2.5066562252721805,"{'J': 0.15406230910201588, 'F': 0.8459376908979841}","{'J': 0.43771372740595993, 'F': 0.5622862725940401}",4.6,4.2
3,F,J,4.862312371967727,3.812605063739954,"{'J': 0.4302467627656975, 'F': 0.5697532372343025}","{'J': 0.5621489621489622, 'F': 0.43785103785103785}",4.2,5.2
4,F,J,6.497787573531372,5.111652217416964,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.5888101636941119, 'F': 0.4111898363058881}",5.0,5.0
5,J,J,7.950707073067045,6.484826167282827,"{'J': 0.5736623503542634, 'F': 0.4263376496457366}","{'J': 0.6002442002442002, 'F': 0.3997557997557998}",4.2,4.2
6,F,F,9.536312556519617,7.9887495433185745,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.46884925482531153, 'F': 0.5311507451746885}",5.0,5.8
7,J,J,10.951208771415832,9.40364575821479,"{'J': 0.5851037851037851, 'F': 0.4148962148962149}","{'J': 0.5851037851037851, 'F': 0.4148962148962149}",4.0,5.0
8,F,F,12.536581451170534,10.884585791963811,"{'J': 0.449438202247191, 'F': 0.550561797752809}","{'J': 0.48424908424908425, 'F': 0.5157509157509158}",4.8,4.2
9,J,J,13.989500950706207,12.257759741829673,"{'J': 0.5736623503542634, 'F': 0.4263376496457366}","{'J': 0.6002442002442002, 'F': 0.3997557997557998}",6.0,4.2
10,F,J,15.671885509709384,13.613977674886112,"{'J': 0.4263376496457366, 'F': 0.5736623503542634}","{'J': 0.5350598582946494, 'F': 0.4649401417053506}",5.6,4.0
