round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.8562540379269432,1.5435388335035534,"{'J': 0.24798436354752015, 'F': 0.7520156364524798}","{'J': 0.3522227650219834, 'F': 0.6477772349780166}",1.4,1.4
2,F,F,3.3642020664017562,3.0745635976682966,"{'J': 0.4843597262952102, 'F': 0.5156402737047898}","{'J': 0.4766674810652333, 'F': 0.5233325189347666}",2.8,1.8
3,F,F,4.945739617053574,4.5863846097843615,"{'J': 0.44170129552676607, 'F': 0.5582987044732339}","{'J': 0.4649401417053506, 'F': 0.5350598582946494}",2.0,3.2
4,F,F,6.512072380307911,6.094080676239285,"{'J': 0.45321280234546785, 'F': 0.5467871976545321}","{'J': 0.47275836794527243, 'F': 0.5272416320547276}",3.0,2.8
5,F,F,8.066677804202365,7.6135040820540905,"{'J': 0.4571219154654288, 'F': 0.5428780845345712}","{'J': 0.46884925482531153, 'F': 0.5311507451746885}",1.4,1.0
6,F,F,9.562407999028578,9.133404552406551,"{'J': 0.49621304666503785, 'F': 0.5037869533349622}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",2.2,2.0
7,F,F,11.058622895243474,10.65306267206467,"{'J': 0.495970695970696, 'F': 0.504029304029304}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",2.4,1.2
8,F,F,12.613092851276694,12.184083678415428,"{'J': 0.45334636052760136, 'F': 0.5466536394723986}","{'J': 0.46116267708842207, 'F': 0.5388373229115779}",1.0,1.0
9,F,F,14.183056221240063,13.742325436657186,"{'J': 0.43394383394383396, 'F': 0.566056166056166}","{'J': 0.43785103785103785, 'F': 0.5621489621489622}",1.4,1.0
10,F,F,15.757207210734322,15.234385050632266,"{'J': 0.45321280234546785, 'F': 0.5467871976545321}","{'J': 0.4805765941851942, 'F': 0.5194234058148057}",1.0,1.6
