round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.4589339770580612,1.7685789323307644,"{'J': 0.43785103785103785, 'F': 0.5621489621489622}","{'J': 0.3346360527601368, 'F': 0.6653639472398633}",4.6,5.6
2,J,J,2.7702966512580938,3.2240358463299175,"{'J': 0.6406059125335939, 'F': 0.35939408746640605}","{'J': 0.5925744992672203, 'F': 0.40742550073277967}",5.6,4.6
3,F,F,4.258579755455795,4.794012516019049,"{'J': 0.48448570730515517, 'F': 0.5155142926948448}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",4.8,5.6
4,F,F,5.735390271328811,6.364201008082541,"{'J': 0.49206349206349204, 'F': 0.5079365079365079}","{'J': 0.4609375, 'F': 0.5390625}",2.4,5.4
5,J,F,7.188614588613719,7.922936834788072,"{'J': 0.5116051795748839, 'F': 0.48839482042511606}","{'J': 0.4764346764346764, 'F': 0.5235653235653236}",4.2,3.8
6,F,F,8.708047476195116,9.500583028360012,"{'J': 0.46116267708842207, 'F': 0.5388373229115779}","{'J': 0.44175824175824174, 'F': 0.5582417582417583}",3.4,5.2
7,F,F,10.227834373325763,11.031705204794688,"{'J': 0.4764346764346764, 'F': 0.5235653235653236}","{'J': 0.47265625, 'F': 0.52734375}",4.0,5.4
8,J,F,11.669117569296459,12.567107562853296,"{'J': 0.52734375, 'F': 0.47265625}","{'J': 0.495970695970696, 'F': 0.504029304029304}",5.6,5.4
9,F,F,13.20418499874591,14.14865809721282,"{'J': 0.449438202247191, 'F': 0.550561797752809}","{'J': 0.43394383394383396, 'F': 0.566056166056166}",4.4,5.2
10,F,F,14.704194487463944,15.70690933722117,"{'J': 0.4805765941851942, 'F': 0.5194234058148057}","{'J': 0.46116267708842207, 'F': 0.5388373229115779}",5.2,5.0
