round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,1.4182654981091336,1.5113800714582537,"{'J': 0.550696310774493, 'F': 0.44930368922550695}","{'J': 0.5196581196581197, 'F': 0.48034188034188036}",6.0,5.4
2,F,F,3.092893448124645,3.040423291661834,"{'J': 0.37390029325513197, 'F': 0.626099706744868}","{'J': 0.4224285365257757, 'F': 0.5775714634742243}",6.8,5.8
3,J,J,4.534621261804572,4.563515428777914,"{'J': 0.5311507451746885, 'F': 0.46884925482531153}","{'J': 0.504029304029304, 'F': 0.495970695970696}",6.2,6.2
4,F,F,6.387040169042587,6.14048135376174,"{'J': 0.2393987535133814, 'F': 0.7606012464866186}","{'J': 0.3312164142647777, 'F': 0.6687835857352222}",6.2,5.0
5,J,J,7.680824963246615,7.685332972292359,"{'J': 0.6225262643537748, 'F': 0.3774737356462253}","{'J': 0.5388373229115779, 'F': 0.46116267708842207}",5.2,4.6
6,F,F,9.415395323045674,9.212771778714275,"{'J': 0.33447349132665527, 'F': 0.6655265086733447}","{'J': 0.4035173424523693, 'F': 0.5964826575476306}",4.4,4.6
7,J,J,10.779918152606372,10.77446640788997,"{'J': 0.5697532372343025, 'F': 0.4302467627656975}","{'J': 0.504029304029304, 'F': 0.495970695970696}",5.8,5.4
8,F,F,12.413452605789614,12.352423167619794,"{'J': 0.3849914446345637, 'F': 0.6150085553654363}","{'J': 0.4035173424523693, 'F': 0.5964826575476306}",5.0,5.111111111111111
9,J,F,13.88205568729592,13.880026388771402,"{'J': 0.5117302052785924, 'F': 0.48826979472140764}","{'J': 0.49206349206349204, 'F': 0.5079365079365079}",5.0,6.2
10,F,F,15.436920715660158,15.364137974271667,"{'J': 0.4687194525904203, 'F': 0.5312805474095796}","{'J': 0.49230393354507695, 'F': 0.507696066454923}",6.0,6.2
