round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.9399248903768815,1.2857179848140023,"{'J': 0.27814407814407816, 'F': 0.7218559218559218}","{'J': 0.49621304666503785, 'F': 0.5037869533349622}",3.4,2.2
2,J,J,3.7228058811263978,2.056546135215312,"{'J': 0.5544699560332194, 'F': 0.44553004396678064}","{'J': 0.891820902815955, 'F': 0.10817909718404496}",4.0,1.6
3,F,J,5.62571333177468,3.2047991547592054,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.6001955034213099, 'F': 0.3998044965786901}",3.4,2.0
4,F,F,7.413331293794205,4.572894935654205,"{'J': 0.3522227650219834, 'F': 0.6477772349780166}","{'J': 0.49206349206349204, 'F': 0.5079365079365079}",5.0,1.8
5,F,J,9.149530609866506,5.832787461301494,"{'J': 0.4225696140693698, 'F': 0.5774303859306302}","{'J': 0.5813385442110406, 'F': 0.41866145578895947}",1.8,2.8
6,F,J,10.796588373243182,7.120396830712325,"{'J': 0.47275836794527243, 'F': 0.5272416320547276}","{'J': 0.5925744992672203, 'F': 0.40742550073277967}",1.8,1.6
7,F,J,12.513598107253404,8.41866852048377,"{'J': 0.4225696140693698, 'F': 0.5774303859306302}","{'J': 0.5621489621489622, 'F': 0.43785103785103785}",2.0,1.4
8,F,J,14.169191658792242,9.759166810664523,"{'J': 0.449438202247191, 'F': 0.550561797752809}","{'J': 0.5544699560332194, 'F': 0.44553004396678064}",1.8,2.4
9,F,J,15.863168089294065,11.080473661363781,"{'J': 0.4302467627656975, 'F': 0.5697532372343025}","{'J': 0.5544699560332194, 'F': 0.44553004396678064}",3.6,1.6
10,F,J,17.52233268342079,12.47140418481324,"{'J': 0.4302467627656975, 'F': 0.5697532372343025}","{'J': 0.5196581196581197, 'F': 0.48034188034188036}",3.0,1.8
