round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.5464269275723665,1.8719813096904316,"{'J': 0.34505494505494505, 'F': 0.654945054945055}","{'J': 0.23653681768225668, 'F': 0.7634631823177433}",2.0,2.6
2,F,F,3.360415056362645,3.542906151010974,"{'J': 0.2336996336996337, 'F': 0.7663003663003664}","{'J': 0.28138739618954567, 'F': 0.7186126038104543}",1.8,1.0
3,F,F,5.29064250139224,5.155711334211858,"{'J': 0.17557997557997557, 'F': 0.8244200244200244}","{'J': 0.28138739618954567, 'F': 0.7186126038104543}",2.0,3.2
4,F,F,7.227009459898591,6.802273948708683,"{'J': 0.16023448949682462, 'F': 0.8397655105031754}","{'J': 0.2568359375, 'F': 0.7431640625}",1.8,1.8
5,F,F,9.092367869745507,8.40354686884629,"{'J': 0.2226700867228533, 'F': 0.7773299132771467}","{'J': 0.31069858329262334, 'F': 0.6893014167073767}",1.0,1.8
6,F,F,10.9057205435474,10.015669360070344,"{'J': 0.2537240537240537, 'F': 0.7462759462759463}","{'J': 0.32080078125, 'F': 0.67919921875}",2.8,1.8
7,F,F,12.668806272868164,11.616544077827545,"{'J': 0.29098460786709013, 'F': 0.7090153921329099}","{'J': 0.34505494505494505, 'F': 0.654945054945055}",2.2,1.6
8,F,F,14.508813940487315,13.235368082845808,"{'J': 0.2337202199144777, 'F': 0.7662797800855223}","{'J': 0.30744810744810747, 'F': 0.6925518925518925}",1.8,1.8
9,F,F,16.327446225928004,14.818968403242218,"{'J': 0.25971170290740286, 'F': 0.7402882970925971}","{'J': 0.33805569125549584, 'F': 0.6619443087445042}",1.8,1.8
10,F,F,18.069842928103164,16.392323056551316,"{'J': 0.3139506474468605, 'F': 0.6860493525531395}","{'J': 0.3702979970688813, 'F': 0.6297020029311187}",1.8,2.2
