round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,2.0849199683327466,1.323685594729572,"{'J': 0.16882482286831174, 'F': 0.8311751771316882}","{'J': 0.4225696140693698, 'F': 0.5774303859306302}",2.0,1.0
2,F,J,3.7407115102690494,2.6640848897115914,"{'J': 0.44933920704845814, 'F': 0.5506607929515418}","{'J': 0.5544699560332194, 'F': 0.44553004396678064}",2.0,1.0
3,F,F,5.53720188380894,4.056895421416719,"{'J': 0.33806957373836355, 'F': 0.6619304262616365}","{'J': 0.4726295210166178, 'F': 0.5273704789833822}",2.0,1.0
4,F,J,7.215152353394979,5.456376086941315,"{'J': 0.41487279843444225, 'F': 0.5851272015655578}","{'J': 0.507696066454923, 'F': 0.49230393354507695}",1.4,1.0
5,F,J,8.923141890136035,6.840837218888402,"{'J': 0.39985326485693323, 'F': 0.6001467351430667}","{'J': 0.507696066454923, 'F': 0.49230393354507695}",1.0,1.0
6,F,J,10.698313884542372,8.179979782642967,"{'J': 0.37017114914425425, 'F': 0.6298288508557457}","{'J': 0.5155142926948448, 'F': 0.48448570730515517}",1.0,1.0
7,F,F,12.468543064182233,9.55054562282548,"{'J': 0.3629919335125886, 'F': 0.6370080664874114}","{'J': 0.49621304666503785, 'F': 0.5037869533349622}",1.0,1.0
8,F,F,14.1309349742669,10.980893767465531,"{'J': 0.4149560117302053, 'F': 0.5850439882697948}","{'J': 0.49230393354507695, 'F': 0.507696066454923}",2.0,2.0
9,F,J,15.872858002252542,12.342524484110385,"{'J': 0.384841075794621, 'F': 0.615158924205379}","{'J': 0.5116051795748839, 'F': 0.48839482042511606}",2.0,1.8
10,F,J,17.59943781447721,13.723554147995609,"{'J': 0.38860357055514794, 'F': 0.6113964294448521}","{'J': 0.5037869533349622, 'F': 0.49621304666503785}",2.0,1.4
