round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,0.9623931623931625,1.9579975579975581,"{'J': 0.7057387057387058, 'F': 0.29426129426129427}","{'J': 0.3738705738705739, 'F': 0.6261294261294261}",4.4,3.2
2,F,F,2.4973223270243303,3.504651197469957,"{'J': 0.46116267708842207, 'F': 0.5388373229115779}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",4.4,6.0
3,J,J,3.8621177660747765,5.031044686735942,"{'J': 0.5813385442110406, 'F': 0.41866145578895947}","{'J': 0.5274725274725275, 'F': 0.4725274725274725}",4.6,5.2
4,J,F,5.284301983030555,6.5932240173003205,"{'J': 0.5311507451746885, 'F': 0.46884925482531153}","{'J': 0.48448570730515517, 'F': 0.5155142926948448}",4.2,4.4
5,J,F,6.6827948982104965,8.167603933336723,"{'J': 0.5428780845345712, 'F': 0.4571219154654288}","{'J': 0.48424908424908425, 'F': 0.5157509157509158}",6.2,4.2
6,J,F,8.081524436446509,9.76496528198075,"{'J': 0.5350598582946494, 'F': 0.4649401417053506}","{'J': 0.46884925482531153, 'F': 0.5311507451746885}",4.4,4.8
7,J,F,9.519478664064264,11.36596862738047,"{'J': 0.507696066454923, 'F': 0.49230393354507695}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",4.8,5.8
8,F,F,11.008233105627696,12.947434103227968,"{'J': 0.48034188034188036, 'F': 0.5196581196581197}","{'J': 0.449438202247191, 'F': 0.550561797752809}",5.0,5.8
9,J,F,12.326181823576414,14.544503700297565,"{'J': 0.589010989010989, 'F': 0.41098901098901097}","{'J': 0.495970695970696, 'F': 0.504029304029304}",4.6,6.2
10,J,F,13.728489378692958,16.169192619368506,"{'J': 0.5235653235653236, 'F': 0.4764346764346764}","{'J': 0.449438202247191, 'F': 0.550561797752809}",4.4,6.0
