round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,1.1598934790569144,1.9022179318617212,"{'J': 0.5926650366748166, 'F': 0.4073349633251834}","{'J': 0.3452235524065478, 'F': 0.6547764475934522}",5.0,5.0
2,F,F,2.6653912954252568,3.5776215163461718,"{'J': 0.437866927592955, 'F': 0.562133072407045}","{'J': 0.3812316715542522, 'F': 0.6187683284457478}",6.0,6.0
3,F,F,4.239279025731038,5.2188301438619025,"{'J': 0.403671970624235, 'F': 0.596328029375765}","{'J': 0.3812316715542522, 'F': 0.6187683284457478}",5.4,6.0
4,F,F,5.747276786214667,6.773284720742003,"{'J': 0.4765166340508806, 'F': 0.5234833659491194}","{'J': 0.4610310285853897, 'F': 0.5389689714146103}",6.0,3.6
5,F,F,7.239343809244938,8.300522648269135,"{'J': 0.49620934213744194, 'F': 0.5037906578625581}","{'J': 0.48448570730515517, 'F': 0.5155142926948448}",4.8,6.2
6,F,F,8.720168664601601,9.850972668672895,"{'J': 0.4959667562943046, 'F': 0.5040332437056955}","{'J': 0.47275836794527243, 'F': 0.5272416320547276}",6.0,4.4
7,F,F,10.235633003254506,11.436669908237503,"{'J': 0.46112469437652814, 'F': 0.5388753056234719}","{'J': 0.43771372740595993, 'F': 0.5622862725940401}",4.4,5.8
8,F,F,11.774865400363845,12.97550716680475,"{'J': 0.4608993157380254, 'F': 0.5391006842619745}","{'J': 0.4610310285853897, 'F': 0.5389689714146103}",4.4,5.4
9,F,F,13.352497660054706,14.506871833441117,"{'J': 0.43779027132730386, 'F': 0.5622097286726961}","{'J': 0.45321280234546785, 'F': 0.5467871976545321}",4.4,5.4
10,F,F,14.914630844806059,16.069234649956503,"{'J': 0.43779027132730386, 'F': 0.5622097286726961}","{'J': 0.43771372740595993, 'F': 0.5622862725940401}",3.8,4.8
