round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.4358840811965812,1.7102630876068377,"{'J': 0.47265625, 'F': 0.52734375}","{'J': 0.3811965811965812, 'F': 0.6188034188034188}",5.2,4.2
2,F,F,3.272152586996337,3.258429201007326,"{'J': 0.259765625, 'F': 0.740234375}","{'J': 0.3557997557997558, 'F': 0.6442002442002442}",3.4,1.8
3,F,F,5.097676282051282,4.828084935897436,"{'J': 0.259765625, 'F': 0.740234375}","{'J': 0.34505494505494505, 'F': 0.654945054945055}",1.0,3.2
4,F,F,6.922946175811649,6.397867571434834,"{'J': 0.2598925256472887, 'F': 0.7401074743527113}","{'J': 0.34505494505494505, 'F': 0.654945054945055}",2.6,3.4
5,F,F,8.672984022674118,8.005266230421183,"{'J': 0.2975085490962384, 'F': 0.7024914509037616}","{'J': 0.34505494505494505, 'F': 0.654945054945055}",2.0,3.4
6,F,F,10.420725170415267,9.597696022850975,"{'J': 0.304029304029304, 'F': 0.6959706959706959}","{'J': 0.3557997557997558, 'F': 0.6442002442002442}",4.4,1.6
7,F,F,12.170763017277736,11.205094681837323,"{'J': 0.2975085490962384, 'F': 0.7024914509037616}","{'J': 0.34505494505494505, 'F': 0.654945054945055}",1.8,4.4
8,F,F,13.928021225956527,12.798131429964952,"{'J': 0.29748227817159617, 'F': 0.7025177218284038}","{'J': 0.3522227650219834, 'F': 0.6477772349780166}",1.8,1.8
9,F,F,15.6194050481835,14.369431706351467,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.388671875, 'F': 0.611328125}",3.6,3.2
10,F,F,17.32187279516627,15.918564133226381,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.3997557997557998, 'F': 0.6002442002442002}",1.8,3.6
