round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.4741172805688936,1.8068974036715972,"{'J': 0.4149560117302053, 'F': 0.5850439882697948}","{'J': 0.304029304029304, 'F': 0.6959706959706959}",5.2,5.8
2,F,F,3.1934032804849086,3.4660532318385897,"{'J': 0.3007573906669924, 'F': 0.6992426093330075}","{'J': 0.32080078125, 'F': 0.67919921875}",6.0,6.0
3,F,F,4.954226112530474,5.109567597065807,"{'J': 0.2782799902272172, 'F': 0.7217200097727828}","{'J': 0.3173828125, 'F': 0.6826171875}",5.2,5.4
4,F,F,6.689781866745703,6.68634272435487,"{'J': 0.3173711214268263, 'F': 0.6826288785731737}","{'J': 0.3702979970688813, 'F': 0.6297020029311187}",3.8,6.0
5,F,F,8.349249369408906,8.25697527338957,"{'J': 0.37014414854629857, 'F': 0.6298558514537015}","{'J': 0.3997557997557998, 'F': 0.6002442002442002}",4.6,4.4
6,F,F,10.034437299758126,9.808886802720453,"{'J': 0.3592375366568915, 'F': 0.6407624633431085}","{'J': 0.40366300366300367, 'F': 0.5963369963369963}",5.4,4.6
7,F,F,11.66468428463723,11.371418987936579,"{'J': 0.39232461500855537, 'F': 0.6076753849914447}","{'J': 0.4148962148962149, 'F': 0.5851037851037851}",5.2,5.0
8,F,F,13.335545153915927,12.907996369613793,"{'J': 0.37390029325513197, 'F': 0.626099706744868}","{'J': 0.41866145578895947, 'F': 0.5813385442110406}",4.6,4.4
9,F,F,14.93211472309687,14.481719401339882,"{'J': 0.41104594330400784, 'F': 0.5889540566959922}","{'J': 0.41866145578895947, 'F': 0.5813385442110406}",4.2,4.4
10,F,F,16.52874118940274,16.00924886481616,"{'J': 0.42640586797066016, 'F': 0.5735941320293398}","{'J': 0.449438202247191, 'F': 0.550561797752809}",5.8,4.4
