round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.7188120342658197,1.6894221078670901,"{'J': 0.29098460786709013, 'F': 0.7090153921329099}","{'J': 0.30078125, 'F': 0.69921875}",4.8,2.6
2,F,F,3.334269462462067,3.358727354189196,"{'J': 0.3665932990951333, 'F': 0.6334067009048667}","{'J': 0.34864402638651354, 'F': 0.6513559736134864}",5.4,5.2
3,F,F,5.044613558208121,4.975221158783194,"{'J': 0.32093933463796476, 'F': 0.6790606653620352}","{'J': 0.3522227650219834, 'F': 0.6477772349780166}",5.8,4.125
4,F,F,6.742365823596661,6.565539165283063,"{'J': 0.33805915424101685, 'F': 0.6619408457589832}","{'J': 0.3738705738705739, 'F': 0.6261294261294261}",5.6,3.8
5,F,F,8.402472094557526,8.101631608698575,"{'J': 0.3812316715542522, 'F': 0.6187683284457478}","{'J': 0.4225696140693698, 'F': 0.5774303859306302}",4.0,4.8
6,F,F,10.02113362864149,9.675601622906592,"{'J': 0.3962356392080176, 'F': 0.6037643607919824}","{'J': 0.4111328125, 'F': 0.5888671875}",4.777777777777778,4.222222222222222
7,F,F,11.632449076053783,11.287160016416564,"{'J': 0.38860357055514794, 'F': 0.6113964294448521}","{'J': 0.38852258852258853, 'F': 0.6114774114774115}",5.8,5.2
8,F,F,13.232753436657092,12.90957745018428,"{'J': 0.39232461500855537, 'F': 0.6076753849914447}","{'J': 0.3849535906204201, 'F': 0.6150464093795799}",6.4,2.0
9,F,F,14.851293135910552,14.517523717773667,"{'J': 0.3849914446345637, 'F': 0.6150085553654363}","{'J': 0.38852258852258853, 'F': 0.6114774114774115}",6.0,5.6
10,F,F,16.503246558117063,16.125108315903436,"{'J': 0.3628361858190709, 'F': 0.637163814180929}","{'J': 0.3776257938446507, 'F': 0.6223742061553493}",5.8,5.2
