round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,1.2400827082018688,1.867745651272783,"{'J': 0.550696310774493, 'F': 0.44930368922550695}","{'J': 0.34147532975085493, 'F': 0.6585246702491451}",5.2,3.8
2,J,J,2.753967668061687,3.1882903382947196,"{'J': 0.550561797752809, 'F': 0.449438202247191}","{'J': 0.6150085553654363, 'F': 0.3849914446345637}",5.0,6.0
3,F,J,4.332031652556143,4.637341944189755,"{'J': 0.4649401417053506, 'F': 0.5350598582946494}","{'J': 0.5079442679051577, 'F': 0.4920557320948423}",6.0,4.555555555555555
4,F,F,5.982120792795934,6.114887161511834,"{'J': 0.40742550073277967, 'F': 0.5925744992672203}","{'J': 0.4649401417053506, 'F': 0.5350598582946494}",5.4,2.0
5,J,J,7.2951953828482035,7.632432996070051,"{'J': 0.6187683284457478, 'F': 0.3812316715542522}","{'J': 0.5506112469437653, 'F': 0.4493887530562347}",5.6,5.2
6,F,F,8.90760985010138,9.117281480918535,"{'J': 0.43010752688172044, 'F': 0.5698924731182796}","{'J': 0.4726295210166178, 'F': 0.5273704789833822}",4.6,5.2
7,J,J,10.173185222688724,10.664312998143064,"{'J': 0.6406059125335939, 'F': 0.35939408746640605}","{'J': 0.5467871976545321, 'F': 0.45321280234546785}",6.0,5.0
8,F,F,11.712026302480917,12.180083074082745,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.47653958944281527, 'F': 0.5234604105571847}",5.2,5.111111111111111
9,J,J,13.126501064302438,13.687970509618387,"{'J': 0.5543876802737717, 'F': 0.4456123197262283}","{'J': 0.5232501223690651, 'F': 0.4767498776309349}",6.4,3.8
10,F,F,14.63797930756114,15.211556901185517,"{'J': 0.48448570730515517, 'F': 0.5155142926948448}","{'J': 0.4804496578690127, 'F': 0.5195503421309873}",5.6,5.0
