round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.5366926979830207,1.8049137242685631,"{'J': 0.37390029325513197, 'F': 0.626099706744868}","{'J': 0.2844932844932845, 'F': 0.7155067155067155}",5.6,5.8
2,J,J,2.593038347366413,3.427656650492618,"{'J': 0.754855258336387, 'F': 0.24514474166361305}","{'J': 0.566056166056166, 'F': 0.43394383394383396}",5.2,5.8
3,J,F,3.914291976270983,5.110253279263777,"{'J': 0.5582987044732339, 'F': 0.44170129552676607}","{'J': 0.43785103785103785, 'F': 0.5621489621489622}",6.2,6.6
4,F,F,5.406746661643707,6.707455345468475,"{'J': 0.4726295210166178, 'F': 0.5273704789833822}","{'J': 0.43771372740595993, 'F': 0.5622862725940401}",5.6,5.2
5,J,J,6.658334201488933,8.325981145543418,"{'J': 0.626099706744868, 'F': 0.37390029325513197}","{'J': 0.5037869533349622, 'F': 0.49621304666503785}",6.0,5.0
6,F,F,8.138800989125814,9.911590448354191,"{'J': 0.48448570730515517, 'F': 0.5155142926948448}","{'J': 0.449438202247191, 'F': 0.550561797752809}",5.2,5.4
7,J,F,9.35997357744877,11.580139262914921,"{'J': 0.6297020029311187, 'F': 0.3702979970688813}","{'J': 0.4805765941851942, 'F': 0.5194234058148057}",5.4,6.2
8,J,F,10.696563709349112,13.255273605855809,"{'J': 0.550561797752809, 'F': 0.449438202247191}","{'J': 0.43771372740595993, 'F': 0.5622862725940401}",6.4,6.2
9,F,F,12.252211481215742,14.91101102915552,"{'J': 0.41098901098901097, 'F': 0.589010989010989}","{'J': 0.3776257938446507, 'F': 0.6223742061553493}",5.4,6.0
10,F,F,13.733320208794051,16.553973148882847,"{'J': 0.4649401417053506, 'F': 0.5350598582946494}","{'J': 0.41098901098901097, 'F': 0.589010989010989}",5.4,6.4
