round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,2.172380764709512,1.245514551695073,"{'J': 0.13657463962863425, 'F': 0.8634253603713657}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",1.8,3.2
2,F,F,3.9554974154828555,2.6332817395048824,"{'J': 0.34866650354783457, 'F': 0.6513334964521654}","{'J': 0.4804496578690127, 'F': 0.5195503421309873}",2.0,1.4
3,F,F,5.815150085435046,4.041022575999232,"{'J': 0.29098460786709013, 'F': 0.7090153921329099}","{'J': 0.4416218856863703, 'F': 0.5583781143136297}",1.0,2.8
4,F,F,7.693722117748981,5.439303731312709,"{'J': 0.28152492668621704, 'F': 0.718475073313783}","{'J': 0.4416218856863703, 'F': 0.5583781143136297}",2.0,1.4
5,F,F,9.576693043720152,6.800408055769098,"{'J': 0.29098460786709013, 'F': 0.7090153921329099}","{'J': 0.4649401417053506, 'F': 0.5350598582946494}",1.8,2.0
6,F,F,11.391254490092006,8.178126110985321,"{'J': 0.33105301734668946, 'F': 0.6689469826533105}","{'J': 0.4766674810652333, 'F': 0.5233325189347666}",1.0,1.0
7,F,F,13.183763376201282,9.57894126500028,"{'J': 0.33805569125549584, 'F': 0.6619443087445042}","{'J': 0.4686202686202686, 'F': 0.5313797313797314}",1.8,1.0
8,F,F,14.962909999862932,10.974715938517441,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.4764346764346764, 'F': 0.5235653235653236}",2.0,1.0
9,F,J,16.701534815907102,12.331777156868982,"{'J': 0.3885630498533724, 'F': 0.6114369501466276}","{'J': 0.5157509157509158, 'F': 0.48424908424908425}",1.8,1.8
10,F,F,18.452029091755556,13.741878004292742,"{'J': 0.3629702002931119, 'F': 0.6370297997068881}","{'J': 0.4764346764346764, 'F': 0.5235653235653236}",1.8,2.0
