round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,1.36759210113756,1.6479088834810491,"{'J': 0.5389689714146103, 'F': 0.4610310285853897}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",4.2,3.8
2,J,J,2.6800768311644347,3.1890767310256374,"{'J': 0.6112875641338871, 'F': 0.38871243586611287}","{'J': 0.5350598582946494, 'F': 0.4649401417053506}",6.2,5.4
3,J,F,4.070747701678941,4.755646057673146,"{'J': 0.550696310774493, 'F': 0.44930368922550695}","{'J': 0.49206349206349204, 'F': 0.5079365079365079}",2.0,5.6
4,J,J,5.458020777080986,6.305965563928168,"{'J': 0.5583781143136297, 'F': 0.4416218856863703}","{'J': 0.504029304029304, 'F': 0.495970695970696}",4.2,5.0
5,J,F,6.82187914093935,7.8800803380429425,"{'J': 0.566056166056166, 'F': 0.43394383394383396}","{'J': 0.495970695970696, 'F': 0.504029304029304}",4.2,3.8
6,J,F,8.247870353069816,9.45810035697771,"{'J': 0.5233325189347666, 'F': 0.4766674810652333}","{'J': 0.47265625, 'F': 0.52734375}",4.0,5.4
7,F,F,9.708935568496136,11.082512804209605,"{'J': 0.48448570730515517, 'F': 0.5155142926948448}","{'J': 0.43003663003663006, 'F': 0.5699633699633699}",5.8,5.0
8,F,F,11.154845214405782,12.702781424478225,"{'J': 0.495970695970696, 'F': 0.504029304029304}","{'J': 0.43785103785103785, 'F': 0.5621489621489622}",4.6,6.4
9,J,F,12.553246519988328,14.32356123089555,"{'J': 0.5274725274725275, 'F': 0.4725274725274725}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",5.8,6.2
10,F,F,13.990857056694882,15.959701017487328,"{'J': 0.49621304666503785, 'F': 0.5037869533349622}","{'J': 0.43003663003663006, 'F': 0.5699633699633699}",5.0,6.2
