round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,1.7779696678399737,1.3551500634407172,"{'J': 0.3629702002931119, 'F': 0.6370297997068881}","{'J': 0.5039100684261975, 'F': 0.49608993157380255}",3.2,1.4
2,F,F,3.5397580870923555,2.7533909625367348,"{'J': 0.35939408746640605, 'F': 0.6406059125335939}","{'J': 0.4805765941851942, 'F': 0.5194234058148057}",1.4,1.4
3,F,F,5.155376107598726,4.277286886333378,"{'J': 0.4149560117302053, 'F': 0.5850439882697948}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",1.8,1.4
4,F,F,6.694104637531751,5.769827383271627,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.49206349206349204, 'F': 0.5079365079365079}",3.6,2.8
5,F,F,8.225133222921441,7.254313090576782,"{'J': 0.48448570730515517, 'F': 0.5155142926948448}","{'J': 0.5, 'F': 0.5}",1.8,1.0
6,F,F,9.810624185305418,8.711567609384794,"{'J': 0.4572545188080117, 'F': 0.5427454811919883}","{'J': 0.5, 'F': 0.5}",1.0,1.4
7,F,J,11.345916788567726,10.176513538391314,"{'J': 0.48815628815628814, 'F': 0.5118437118437118}","{'J': 0.5116051795748839, 'F': 0.48839482042511606}",1.0,1.8
8,F,F,12.995843391303318,11.677392933652731,"{'J': 0.3997557997557998, 'F': 0.6002442002442002}","{'J': 0.449438202247191, 'F': 0.550561797752809}",1.0,1.4
9,F,F,14.58903238761884,13.154424809121343,"{'J': 0.44553004396678064, 'F': 0.5544699560332194}","{'J': 0.48424908424908425, 'F': 0.5157509157509158}",1.8,1.8
10,F,F,16.162941026418757,14.623514445765341,"{'J': 0.4610310285853897, 'F': 0.5389689714146103}","{'J': 0.495970695970696, 'F': 0.504029304029304}",2.4,2.0
