round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.4756304059583898,1.9158618065492687,"{'J': 0.3776257938446507, 'F': 0.6223742061553493}","{'J': 0.23088199364769119, 'F': 0.7691180063523089}",3.4,1.0
2,F,F,3.2076597458116907,3.4161063053267746,"{'J': 0.3452322738386308, 'F': 0.6547677261613692}","{'J': 0.42249388753056233, 'F': 0.5775061124694376}",4.4,1.4
3,F,F,4.99631882824451,4.916500750431811,"{'J': 0.3074291300097752, 'F': 0.6925708699902249}","{'J': 0.4035173424523693, 'F': 0.5964826575476306}",3.2,3.0
4,F,F,6.723060697278479,6.384834749964655,"{'J': 0.35939408746640605, 'F': 0.6406059125335939}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",2.0,3.4
5,F,F,8.484663042173446,7.847462986408232,"{'J': 0.33805569125549584, 'F': 0.6619443087445042}","{'J': 0.43771372740595993, 'F': 0.5622862725940401}",3.8,2.0
6,F,F,10.262246417271063,9.319164824390818,"{'J': 0.3243771372740596, 'F': 0.6756228627259404}","{'J': 0.4263376496457366, 'F': 0.5736623503542634}",3.0,3.4
7,F,F,12.013421198144338,10.781144605424625,"{'J': 0.3452235524065478, 'F': 0.6547764475934522}","{'J': 0.4416218856863703, 'F': 0.5583781143136297}",1.8,2.4
8,F,F,13.718662945018522,12.260228666037364,"{'J': 0.37014414854629857, 'F': 0.6298558514537015}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",1.8,1.8
9,F,F,15.426317648546489,13.667945413955765,"{'J': 0.39232461500855537, 'F': 0.6076753849914447}","{'J': 0.49230393354507695, 'F': 0.507696066454923}",3.6,3.8
10,F,F,17.05771884666195,15.148970932660067,"{'J': 0.41872402835492545, 'F': 0.5812759716450746}","{'J': 0.46884925482531153, 'F': 0.5311507451746885}",1.8,3.4
