round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.4039277901220482,1.9474557750672596,"{'J': 0.4148962148962149, 'F': 0.5851037851037851}","{'J': 0.2337202199144777, 'F': 0.7662797800855223}",2.8,1.6
2,F,F,2.9977633452479258,3.6380837850501084,"{'J': 0.37390029325513197, 'F': 0.626099706744868}","{'J': 0.34163614163614164, 'F': 0.6583638583638584}",1.8,3.4
3,F,F,4.627953867964096,5.3210344445518185,"{'J': 0.3522227650219834, 'F': 0.6477772349780166}","{'J': 0.3346360527601368, 'F': 0.6653639472398633}",1.0,1.8
4,F,F,6.233068154877872,7.02189526984493,"{'J': 0.3629702002931119, 'F': 0.6370297997068881}","{'J': 0.3310546875, 'F': 0.6689453125}",1.8,1.8
5,F,F,7.833616322988327,8.687921552090069,"{'J': 0.3776257938446507, 'F': 0.6223742061553493}","{'J': 0.3557997557997558, 'F': 0.6442002442002442}",2.8,1.8
6,F,F,9.426997547799026,10.36828172093472,"{'J': 0.3776257938446507, 'F': 0.6223742061553493}","{'J': 0.3486328125, 'F': 0.6513671875}",1.8,3.2
7,F,F,11.00931313158017,12.048789781511173,"{'J': 0.3849535906204201, 'F': 0.6150464093795799}","{'J': 0.3522227650219834, 'F': 0.6477772349780166}",1.0,1.8
8,F,F,12.564559252813044,13.704728030127761,"{'J': 0.4111898363058881, 'F': 0.5888101636941119}","{'J': 0.3776257938446507, 'F': 0.6223742061553493}",1.4,2.2
9,F,F,14.15688592255907,15.308930995621049,"{'J': 0.40371456500488756, 'F': 0.5962854349951124}","{'J': 0.3997557997557998, 'F': 0.6002442002442002}",1.0,2.0
10,F,F,15.669672877182137,16.958253199794616,"{'J': 0.44170129552676607, 'F': 0.5582987044732339}","{'J': 0.3961895456765999, 'F': 0.6038104543234001}",2.8,1.8
