round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,0.8661128756413389,2.011727339359883,"{'J': 0.7520156364524798, 'F': 0.24798436354752015}","{'J': 0.37014414854629857, 'F': 0.6298558514537015}",3.2,5.4
2,F,F,2.2935676875612216,3.8319520584610065,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.31069858329262334, 'F': 0.6893014167073767}",5.6,2.8
3,F,F,3.875883271342365,5.51246011903746,"{'J': 0.3849535906204201, 'F': 0.6150464093795799}","{'J': 0.3522227650219834, 'F': 0.6477772349780166}",5.8,6.0
4,F,F,5.356350058979245,7.098069421848233,"{'J': 0.48448570730515517, 'F': 0.5155142926948448}","{'J': 0.449438202247191, 'F': 0.550561797752809}",5.0,5.4
5,F,F,6.852084072230972,8.62968959470955,"{'J': 0.49230393354507695, 'F': 0.507696066454923}","{'J': 0.48034188034188036, 'F': 0.5196581196581197}",5.8,5.0
6,F,F,8.399089013506186,10.1877686444826,"{'J': 0.44930368922550695, 'F': 0.550696310774493}","{'J': 0.4456123197262283, 'F': 0.5543876802737717}",4.0,3.6
7,F,F,9.980711691903059,11.745930912322288,"{'J': 0.426197458455523, 'F': 0.5738025415444771}","{'J': 0.4340175953079179, 'F': 0.5659824046920822}",5.2,4.8
8,F,F,11.558146718727436,13.311843254761554,"{'J': 0.42640586797066016, 'F': 0.5735941320293398}","{'J': 0.4302467627656975, 'F': 0.5697532372343025}",4.6,3.0
9,F,F,13.104630074842834,14.870306510753682,"{'J': 0.44952334392569054, 'F': 0.5504766560743095}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",1.0,5.4
10,F,F,14.6127173933372,16.4362433107151,"{'J': 0.4726295210166178, 'F': 0.5273704789833822}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",3.6,1.0
