round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.7072182647438268,1.612927262352073,"{'J': 0.3242120693867579, 'F': 0.6757879306132422}","{'J': 0.35564240351734244, 'F': 0.6443575964826576}",1.0,2.0
2,F,F,3.393361512177397,3.118939887719537,"{'J': 0.37390029325513197, 'F': 0.626099706744868}","{'J': 0.43394383394383396, 'F': 0.566056166056166}",2.0,2.0
3,F,F,5.158375069079544,4.636799409634763,"{'J': 0.3173711214268263, 'F': 0.6826288785731737}","{'J': 0.3997557997557998, 'F': 0.6002442002442002}",2.0,2.0
4,F,F,6.855004282562691,6.154630381789136,"{'J': 0.3629702002931119, 'F': 0.6370297997068881}","{'J': 0.4225696140693698, 'F': 0.5774303859306302}",1.0,2.0
5,F,F,8.525704996459105,7.702796508357413,"{'J': 0.37014414854629857, 'F': 0.6298558514537015}","{'J': 0.41098901098901097, 'F': 0.589010989010989}",1.0,1.0
6,F,F,10.170364799659511,9.26932835565804,"{'J': 0.38138284876618617, 'F': 0.6186171512338138}","{'J': 0.40742550073277967, 'F': 0.5925744992672203}",1.0,1.0
7,F,F,11.844652470480266,10.821046269148493,"{'J': 0.36656891495601174, 'F': 0.6334310850439883}","{'J': 0.40742550073277967, 'F': 0.5925744992672203}",1.0,1.0
8,F,F,13.533602897899263,12.365432804339825,"{'J': 0.3592375366568915, 'F': 0.6407624633431085}","{'J': 0.40742550073277967, 'F': 0.5925744992672203}",1.0,1.0
9,F,F,15.24699316312778,13.903461658047013,"{'J': 0.34506353861192574, 'F': 0.6549364613880743}","{'J': 0.4035173424523693, 'F': 0.5964826575476306}",2.0,1.0
10,F,F,16.939714218330515,15.429108946762206,"{'J': 0.3629702002931119, 'F': 0.6370297997068881}","{'J': 0.41866145578895947, 'F': 0.5813385442110406}",1.0,2.0
