round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,2.676071627696353,2.509215382169206,"{'J': 0.6723674566332764, 'F': 0.32763254336672365}","{'J': 0.7057387057387058, 'F': 0.29426129426129427}",4.2,5.8
2,J,J,5.342183380654072,4.704916263738058,"{'J': 0.5466992665036675, 'F': 0.45330073349633254}","{'J': 0.6407814407814408, 'F': 0.3592185592185592}",4.2,5.6
3,J,J,7.942977953547862,6.825759249276822,"{'J': 0.5078201368523949, 'F': 0.4921798631476051}","{'J': 0.6038104543234001, 'F': 0.3961895456765999}",4.2,3.8
4,J,J,10.551796033982514,9.077957886624029,"{'J': 0.5583781143136297, 'F': 0.4416218856863703}","{'J': 0.6297020029311187, 'F': 0.3702979970688813}",4.4,4.8
5,J,J,13.161178907562407,11.288938214126777,"{'J': 0.5428780845345712, 'F': 0.4571219154654288}","{'J': 0.62255859375, 'F': 0.37744140625}",4.2,4.4
6,J,J,15.764435722031752,13.512670257208114,"{'J': 0.5466536394723986, 'F': 0.45334636052760136}","{'J': 0.62255859375, 'F': 0.37744140625}",3.2,4.2
7,J,J,18.326189910286246,15.650032281401122,"{'J': 0.507696066454923, 'F': 0.49230393354507695}","{'J': 0.5925744992672203, 'F': 0.40742550073277967}",5.8,4.6
8,F,J,20.95920094222306,17.703805222869377,"{'J': 0.48815628815628814, 'F': 0.5118437118437118}","{'J': 0.60400390625, 'F': 0.39599609375}",4.2,4.4
9,F,J,23.537726288807015,19.64130492842769,"{'J': 0.43785103785103785, 'F': 0.5621489621489622}","{'J': 0.566056166056166, 'F': 0.43394383394383396}",4.2,3.8
10,F,J,26.10398495074122,21.724018766968552,"{'J': 0.48839482042511606, 'F': 0.5116051795748839}","{'J': 0.5851037851037851, 'F': 0.4148962148962149}",4.4,3.4
