round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,2.788879504578411,2.9134520497664913,"{'J': 0.8808011724474841, 'F': 0.11919882755251587}","{'J': 0.8558866634098681, 'F': 0.1441133365901319}",5.0,6.2
2,J,J,5.265931396981074,5.276107678176214,"{'J': 0.5773649474456123, 'F': 0.42263505255438766}","{'J': 0.6002442002442002, 'F': 0.3997557997557998}",4.2,5.6
3,J,J,7.60499380049498,7.692273042252646,"{'J': 0.5736623503542634, 'F': 0.4263376496457366}","{'J': 0.5582417582417583, 'F': 0.44175824175824174}",5.4,5.6
4,J,J,9.7980368007393,10.175502794268283,"{'J': 0.5736623503542634, 'F': 0.4263376496457366}","{'J': 0.515625, 'F': 0.484375}",4.6,5.0
5,J,J,12.123794319559838,12.690036526291024,"{'J': 0.6077186126038104, 'F': 0.39228138739618956}","{'J': 0.5699633699633699, 'F': 0.43003663003663006}",4.8,5.8
6,J,J,14.355193129083649,15.134528666095663,"{'J': 0.566056166056166, 'F': 0.43394383394383396}","{'J': 0.5234375, 'F': 0.4765625}",5.6,5.0
7,J,J,16.62931764172729,17.601618493834565,"{'J': 0.5813385442110406, 'F': 0.41866145578895947}","{'J': 0.5427454811919883, 'F': 0.4572545188080117}",5.6,5.8
8,J,J,18.84637334587977,19.95493041488842,"{'J': 0.5312805474095796, 'F': 0.4687194525904203}","{'J': 0.504029304029304, 'F': 0.495970695970696}",6.6,5.6
9,J,J,21.10756862642516,22.332235065879853,"{'J': 0.5467871976545321, 'F': 0.45321280234546785}","{'J': 0.5235653235653236, 'F': 0.4764346764346764}",5.4,4.8
10,J,F,23.132140199005804,24.882050254051897,"{'J': 0.5698924731182796, 'F': 0.43010752688172044}","{'J': 0.46484375, 'F': 0.53515625}",4.8,4.4
