round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,1.6996855936768003,3.2644556225406256,"{'J': 0.7663003663003664, 'F': 0.2336996336996337}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",5.2,6.0
2,F,F,3.4584900379304635,5.520615955263459,"{'J': 0.43394383394383396, 'F': 0.566056166056166}","{'J': 0.33447265625, 'F': 0.66552734375}",4.2,4.4
3,J,F,5.532894799835225,7.86907825685076,"{'J': 0.5079365079365079, 'F': 0.49206349206349204}","{'J': 0.453125, 'F': 0.546875}",5.6,4.6
4,F,F,7.764499653315079,9.833837109109613,"{'J': 0.3997557997557998, 'F': 0.6002442002442002}","{'J': 0.453125, 'F': 0.546875}",3.8,6.0
5,J,J,10.021039330281372,12.245548607644054,"{'J': 0.5583781143136297, 'F': 0.4416218856863703}","{'J': 0.52734375, 'F': 0.47265625}",5.8,5.6
6,F,F,12.142982980669135,14.309920630726614,"{'J': 0.41866145578895947, 'F': 0.5813385442110406}","{'J': 0.43017578125, 'F': 0.56982421875}",6.2,4.444444444444445
7,J,J,14.442463660076553,16.83650753724026,"{'J': 0.6075702075702075, 'F': 0.3924297924297924}","{'J': 0.5621489621489622, 'F': 0.43785103785103785}",4.6,4.6
8,F,F,16.6314641561083,19.04440016544539,"{'J': 0.4764346764346764, 'F': 0.5235653235653236}","{'J': 0.47265625, 'F': 0.52734375}",4.8,5.8
9,J,J,18.95075505107685,21.659173355896236,"{'J': 0.6442002442002442, 'F': 0.3557997557997558}","{'J': 0.5851037851037851, 'F': 0.4148962148962149}",3.125,5.8
10,F,F,21.1087755028473,23.91422524844813,"{'J': 0.48815628815628814, 'F': 0.5118437118437118}","{'J': 0.46875, 'F': 0.53125}",5.75,5.25
