round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,1.313129578754579,2.66416266025641,"{'J': 0.50390625, 'F': 0.49609375}","{'J': 0.2336996336996337, 'F': 0.7663003663003664}",2.8,4.6
2,F,F,3.1621308379120885,4.58315686050061,"{'J': 0.33821733821733824, 'F': 0.6617826617826618}","{'J': 0.32421875, 'F': 0.67578125}",4.0,3.2
3,F,F,5.249902394369527,6.844987598833547,"{'J': 0.48034188034188036, 'F': 0.5196581196581197}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",4.2,4.2
4,J,J,7.502631315528353,9.38350059424738,"{'J': 0.6038104543234001, 'F': 0.3961895456765999}","{'J': 0.5466536394723986, 'F': 0.45334636052760136}",4.0,3.8
5,F,F,9.634616399502313,11.593000149709892,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",4.0,3.8
6,J,J,11.84533412990739,14.036394664330592,"{'J': 0.5622862725940401, 'F': 0.43771372740595993}","{'J': 0.5157509157509158, 'F': 0.48424908424908425}",3.6,3.2
7,F,F,13.96595662322978,16.27362276034114,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",4.6,4.0
8,J,J,16.205185108098735,18.818913724419957,"{'J': 0.6039579770339604, 'F': 0.3960420229660396}","{'J': 0.5427454811919883, 'F': 0.4572545188080117}",2.8,4.0
9,J,F,18.323347050566586,21.170476739300746,"{'J': 0.5155294693078992, 'F': 0.4844705306921008}","{'J': 0.46884925482531153, 'F': 0.5311507451746885}",4.0,4.2
10,J,F,20.493786818627783,23.47713422069795,"{'J': 0.5078201368523949, 'F': 0.4921798631476051}","{'J': 0.4805765941851942, 'F': 0.5194234058148057}",2.2,4.2
