round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,2.1245663208219265,3.254368197473263,"{'J': 0.8558162267839687, 'F': 0.1441837732160313}","{'J': 0.6298558514537015, 'F': 0.37014414854629857}",2.8,4.8
2,J,J,4.532378194275376,6.13220984543384,"{'J': 0.7663734115347018, 'F': 0.23362658846529813}","{'J': 0.6723674566332764, 'F': 0.32763254336672365}",4.0,4.8
3,J,J,6.706640013698486,8.956151733891858,"{'J': 0.6959921798631477, 'F': 0.3040078201368524}","{'J': 0.566056166056166, 'F': 0.43394383394383396}",3.4,5.2
4,J,J,8.890649906849871,11.800686629915134,"{'J': 0.7057673509286413, 'F': 0.29423264907135877}","{'J': 0.5736623503542634, 'F': 0.4263376496457366}",2.6,4.0
5,J,J,11.116862881449944,14.696255338387068,"{'J': 0.7341153470185728, 'F': 0.26588465298142716}","{'J': 0.6002442002442002, 'F': 0.3997557997557998}",2.0,4.2
6,J,J,13.3361796994963,17.54735571614271,"{'J': 0.7153677009528463, 'F': 0.2846322990471537}","{'J': 0.589010989010989, 'F': 0.41098901098901097}",2.0,4.0
7,J,J,15.457341383863458,20.46637263862897,"{'J': 0.7217200097727828, 'F': 0.2782799902272172}","{'J': 0.5621489621489622, 'F': 0.43785103785103785}",2.2,6.4
8,J,J,17.621156193805803,23.313222034855354,"{'J': 0.7026630833129733, 'F': 0.2973369166870266}","{'J': 0.566056166056166, 'F': 0.43394383394383396}",2.0,4.0
9,J,J,19.874377531443358,26.070333338034075,"{'J': 0.6858817782120176, 'F': 0.31411822178798243}","{'J': 0.5851037851037851, 'F': 0.4148962148962149}",3.2,3.0
10,J,J,22.036448296750837,28.8560963461415,"{'J': 0.679208404593208, 'F': 0.3207915954067921}","{'J': 0.5544699560332194, 'F': 0.44553004396678064}",3.6,4.0
