round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,1.802118932188608,2.9387444170233095,"{'J': 0.6689469826533105, 'F': 0.33105301734668946}","{'J': 0.4416218856863703, 'F': 0.5583781143136297}",4.4,4.4
2,F,F,3.9541034752030493,5.071188168635699,"{'J': 0.44553004396678064, 'F': 0.5544699560332194}","{'J': 0.449438202247191, 'F': 0.550561797752809}",4.4,5.6
3,J,J,6.206444324318092,7.342483181866196,"{'J': 0.5078201368523949, 'F': 0.4921798631476051}","{'J': 0.504029304029304, 'F': 0.495970695970696}",3.4,5.0
4,J,F,8.378289044464792,9.6706539442417,"{'J': 0.5155142926948448, 'F': 0.48448570730515517}","{'J': 0.48424908424908425, 'F': 0.5157509157509158}",4.4,6.2
5,J,J,10.666777292328039,11.959776540395545,"{'J': 0.5196581196581197, 'F': 0.48034188034188036}","{'J': 0.51953125, 'F': 0.48046875}",5.6,4.6
6,F,F,12.861649087199833,14.23340291402192,"{'J': 0.5, 'F': 0.5}","{'J': 0.48424908424908425, 'F': 0.5157509157509158}",5.8,6.0
7,J,J,15.022471922100362,16.815725035801652,"{'J': 0.6039579770339604, 'F': 0.3960420229660396}","{'J': 0.5196581196581197, 'F': 0.48034188034188036}",3.6,6.2
8,J,F,17.16530615440442,19.212613138333538,"{'J': 0.5350598582946494, 'F': 0.4649401417053506}","{'J': 0.48424908424908425, 'F': 0.5157509157509158}",5.2,4.0
9,J,J,19.38787147379436,21.628773659134996,"{'J': 0.5544699560332194, 'F': 0.44553004396678064}","{'J': 0.5157509157509158, 'F': 0.48424908424908425}",4.6,5.8
10,J,F,21.562028777165146,24.05573995126983,"{'J': 0.550561797752809, 'F': 0.449438202247191}","{'J': 0.5, 'F': 0.5}",5.6,5.6
