round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,1.979387686080407,2.9057482494707703,"{'J': 0.6893014167073767, 'F': 0.31069858329262334}","{'J': 0.504029304029304, 'F': 0.495970695970696}",5.2,6.0
2,F,F,3.520831378300799,4.7908203715092315,"{'J': 0.29423264907135877, 'F': 0.7057673509286413}","{'J': 0.22550696310774493, 'F': 0.774493036892255}",6.0,4.2
3,J,J,5.836754962968988,7.258904203079831,"{'J': 0.5888101636941119, 'F': 0.4111898363058881}","{'J': 0.5583781143136297, 'F': 0.4416218856863703}",5.8,5.4
4,F,F,7.662407083198539,8.724601345865397,"{'J': 0.1968734733756717, 'F': 0.8031265266243283}","{'J': 0.26886446886446885, 'F': 0.7311355311355311}",6.0,4.6
5,J,J,9.76024826486752,11.63094277179427,"{'J': 0.7122618466047875, 'F': 0.2877381533952125}","{'J': 0.550561797752809, 'F': 0.449438202247191}",5.6,3.8
6,F,F,11.869140696866939,13.277419315388547,"{'J': 0.28138739618954567, 'F': 0.7186126038104543}","{'J': 0.3738705738705739, 'F': 0.6261294261294261}",5.4,4.4
7,J,J,14.02768751828209,15.98059643742547,"{'J': 0.6477633830359325, 'F': 0.35223661696406744}","{'J': 0.5388373229115779, 'F': 0.46116267708842207}",6.0,3.4
8,F,F,15.969166093694438,17.736437494518327,"{'J': 0.2975085490962384, 'F': 0.7024914509037616}","{'J': 0.3346360527601368, 'F': 0.6653639472398633}",6.0,6.0
9,J,J,18.13545091774136,20.37697085228959,"{'J': 0.626099706744868, 'F': 0.37390029325513197}","{'J': 0.53125, 'F': 0.46875}",4.4,5.8
10,F,F,20.193317306856223,22.628909911411643,"{'J': 0.47275836794527243, 'F': 0.5272416320547276}","{'J': 0.43394383394383396, 'F': 0.566056166056166}",4.4,5.0
