round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,1.939279682302063,2.9975409029039835,"{'J': 0.7154391974553462, 'F': 0.28456080254465377}","{'J': 0.5037869533349622, 'F': 0.49621304666503785}",6.4,4.8
2,F,J,4.453116182498612,4.92831493347243,"{'J': 0.42626559060895086, 'F': 0.5737344093910491}","{'J': 0.5428780845345712, 'F': 0.4571219154654288}",6.0,5.8
3,J,J,6.651974034497506,7.471966100198641,"{'J': 0.5964311904179908, 'F': 0.4035688095820093}","{'J': 0.5274725274725275, 'F': 0.4725274725274725}",6.4,5.6
4,J,F,8.748911505628527,9.97757017354465,"{'J': 0.5659824046920822, 'F': 0.4340175953079179}","{'J': 0.48424908424908425, 'F': 0.5157509157509158}",6.4,4.4
5,J,J,10.974528275284586,12.599657211705171,"{'J': 0.6298558514537015, 'F': 0.37014414854629857}","{'J': 0.550561797752809, 'F': 0.449438202247191}",5.4,5.6
6,J,F,13.142620139442904,15.04077619533576,"{'J': 0.554605423894454, 'F': 0.44539457610554606}","{'J': 0.5, 'F': 0.5}",5.2,6.0
7,J,J,15.38184862431186,17.586067159414576,"{'J': 0.6039579770339604, 'F': 0.3960420229660396}","{'J': 0.5427454811919883, 'F': 0.4572545188080117}",5.2,6.4
8,J,J,17.648194860062397,19.950141223164135,"{'J': 0.5428780845345712, 'F': 0.4571219154654288}","{'J': 0.5233325189347666, 'F': 0.4766674810652333}",4.2,6.0
9,J,J,19.92885361005904,22.307827758471,"{'J': 0.5428780845345712, 'F': 0.4571219154654288}","{'J': 0.5274725274725275, 'F': 0.4725274725274725}",6.8,5.2
10,J,J,22.12117657808088,24.86492008332575,"{'J': 0.6001955034213099, 'F': 0.3998044965786901}","{'J': 0.5272416320547276, 'F': 0.47275836794527243}",5.4,6.4
