round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,3.0618165420314907,1.4944679160604903,"{'J': 0.34505494505494505, 'F': 0.654945054945055}","{'J': 0.6585246702491451, 'F': 0.34147532975085493}",3.0,2.8
2,F,J,5.679733489486674,3.394256261927507,"{'J': 0.43003663003663006, 'F': 0.5699633699633699}","{'J': 0.5736623503542634, 'F': 0.4263376496457366}",3.2,2.4
3,F,J,8.175641227581913,5.235125462171707,"{'J': 0.3924297924297924, 'F': 0.6075702075702075}","{'J': 0.5234375, 'F': 0.4765625}",2.8,1.0
4,F,J,10.844395075822941,7.072377478910903,"{'J': 0.4148962148962149, 'F': 0.5851037851037851}","{'J': 0.5811965811965812, 'F': 0.4188034188034188}",1.6,2.6
5,F,J,13.491783642312631,8.907099962094549,"{'J': 0.41098901098901097, 'F': 0.589010989010989}","{'J': 0.5735222276502199, 'F': 0.4264777723497802}",1.8,1.6
6,F,J,16.19834433978908,10.782158828069166,"{'J': 0.43394383394383396, 'F': 0.566056166056166}","{'J': 0.6002442002442002, 'F': 0.3997557997557998}",1.8,1.4
7,F,J,18.846480285874247,12.616587485349386,"{'J': 0.41098901098901097, 'F': 0.589010989010989}","{'J': 0.57373046875, 'F': 0.42626953125}",1.8,1.0
8,F,J,21.583521825260107,14.426889097995321,"{'J': 0.4148962148962149, 'F': 0.5851037851037851}","{'J': 0.6002442002442002, 'F': 0.3997557997557998}",1.6,1.8
9,F,J,24.324856862149613,16.34093884350574,"{'J': 0.45334636052760136, 'F': 0.5466536394723986}","{'J': 0.6188034188034188, 'F': 0.3811965811965812}",2.8,1.8
10,F,J,27.011985117565988,18.234222448213764,"{'J': 0.43771372740595993, 'F': 0.5622862725940401}","{'J': 0.5964826575476306, 'F': 0.4035173424523693}",3.0,2.0
