round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.8582060447479771,2.1922228996935615,"{'J': 0.426197458455523, 'F': 0.5738025415444771}","{'J': 0.35939408746640605, 'F': 0.6406059125335939}",5.2,6.0
2,F,F,3.9151646110372944,4.0676336448133465,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.3849535906204201, 'F': 0.6150464093795799}",5.8,5.4
3,F,F,6.035395870755734,6.019366736033618,"{'J': 0.3811965811965812, 'F': 0.6188034188034188}","{'J': 0.4148962148962149, 'F': 0.5851037851037851}",5.6,5.0
4,F,J,8.40692364853351,8.194961974128855,"{'J': 0.49206349206349204, 'F': 0.5079365079365079}","{'J': 0.53125, 'F': 0.46875}",5.0,5.6
5,J,F,10.590015688768407,10.496491132800871,"{'J': 0.5079365079365079, 'F': 0.49206349206349204}","{'J': 0.48424908424908425, 'F': 0.5157509157509158}",5.4,3.4
6,J,J,12.889576235643407,12.835114179675871,"{'J': 0.5390625, 'F': 0.4609375}","{'J': 0.53125, 'F': 0.46875}",5.2,6.4
7,F,F,15.137405003687649,15.064012957576486,"{'J': 0.49230393354507695, 'F': 0.507696066454923}","{'J': 0.49608993157380255, 'F': 0.5039100684261975}",4.6,4.2
8,J,J,17.433954297100414,17.457607965484346,"{'J': 0.5583781143136297, 'F': 0.4416218856863703}","{'J': 0.5389689714146103, 'F': 0.4610310285853897}",6.2,5.8
9,F,J,19.752757715903833,19.678120785997166,"{'J': 0.5, 'F': 0.5}","{'J': 0.5196581196581197, 'F': 0.48034188034188036}",3.8,6.0
10,J,J,22.13778958269394,22.063152652787274,"{'J': 0.5699633699633699, 'F': 0.43003663003663006}","{'J': 0.5699633699633699, 'F': 0.43003663003663006}",5.6,6.2
