round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.983689727287987,2.1544834433169635,"{'J': 0.4302467627656975, 'F': 0.5697532372343025}","{'J': 0.3960880195599022, 'F': 0.6039119804400978}",3.8,2.0
2,J,J,4.49190304536718,4.493332544161317,"{'J': 0.5738025415444771, 'F': 0.426197458455523}","{'J': 0.6076753849914447, 'F': 0.39232461500855537}",3.4,1.8
3,F,F,6.6164999091863805,6.579870771294229,"{'J': 0.42640586797066016, 'F': 0.5735941320293398}","{'J': 0.4340175953079179, 'F': 0.5659824046920822}",2.8,2.8
4,J,J,8.90071078234441,8.903172775651868,"{'J': 0.5311507451746885, 'F': 0.46884925482531153}","{'J': 0.5233325189347666, 'F': 0.4766674810652333}",3.4,2.0
5,F,F,11.033757714868026,10.997815203333394,"{'J': 0.4302467627656975, 'F': 0.5697532372343025}","{'J': 0.43792766373411535, 'F': 0.5620723362658846}",3.0,1.4
6,J,J,13.304848786838647,13.326908290522523,"{'J': 0.5311507451746885, 'F': 0.46884925482531153}","{'J': 0.5195503421309873, 'F': 0.4804496578690127}",3.8,1.0
7,F,F,15.42618550014485,15.506204361321966,"{'J': 0.4571219154654288, 'F': 0.5428780845345712}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",3.6,1.8
8,J,J,17.75547294596909,17.776855110346794,"{'J': 0.5194234058148057, 'F': 0.4805765941851942}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",1.8,2.0
9,F,F,19.93172775796927,19.93356435674717,"{'J': 0.4571219154654288, 'F': 0.5428780845345712}","{'J': 0.4610310285853897, 'F': 0.5389689714146103}",3.4,1.0
10,J,J,22.175258258727688,22.27482268550461,"{'J': 0.5311507451746885, 'F': 0.46884925482531153}","{'J': 0.5116051795748839, 'F': 0.48839482042511606}",3.4,1.8
