round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,0.6134111485413338,3.1688218730250415,"{'J': 0.5621489621489622, 'F': 0.43785103785103785}","{'J': 0.05106681725222063, 'F': 0.9489331827477794}",4.0,4.2
2,F,F,2.6407379477534976,5.000740758216687,"{'J': 0.3312164142647777, 'F': 0.6687835857352222}","{'J': 0.3702979970688813, 'F': 0.6297020029311187}",3.4,2.2
3,J,J,5.09284137816135,7.239235499081328,"{'J': 0.5272416320547276, 'F': 0.47275836794527243}","{'J': 0.5699633699633699, 'F': 0.43003663003663006}",4.6,3.8
4,F,F,7.403650364777006,9.184293792632664,"{'J': 0.4035173424523693, 'F': 0.5964826575476306}","{'J': 0.4766674810652333, 'F': 0.5233325189347666}",1.2,3.6
5,J,J,9.794932201220133,11.555670802719352,"{'J': 0.5659824046920822, 'F': 0.4340175953079179}","{'J': 0.5699633699633699, 'F': 0.43003663003663006}",3.6,3.2
6,F,F,12.029270355975992,13.48638012556982,"{'J': 0.38871243586611287, 'F': 0.6112875641338871}","{'J': 0.449438202247191, 'F': 0.550561797752809}",3.6,1.8
7,J,J,14.401011398684776,15.877302703589173,"{'J': 0.5698924731182796, 'F': 0.43010752688172044}","{'J': 0.566056166056166, 'F': 0.43394383394383396}",2.2,3.2
8,F,F,16.577061895298804,17.863807046066853,"{'J': 0.3998044965786901, 'F': 0.6001955034213099}","{'J': 0.43771372740595993, 'F': 0.5622862725940401}",2.6,4.4
9,J,J,18.98498709711602,20.175387405875895,"{'J': 0.5467871976545321, 'F': 0.45321280234546785}","{'J': 0.566056166056166, 'F': 0.43394383394383396}",1.8,2.0
10,F,F,21.28446636155951,22.147478446522662,"{'J': 0.4111898363058881, 'F': 0.5888101636941119}","{'J': 0.4766674810652333, 'F': 0.5233325189347666}",1.8,1.8
