round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,2.3776556776556776,1.9521367521367523,"{'J': 0.4148962148962149, 'F': 0.5851037851037851}","{'J': 0.5, 'F': 0.5}",2.0,2.0
2,J,J,4.882130451480956,4.167599744886695,"{'J': 0.5272416320547276, 'F': 0.47275836794527243}","{'J': 0.5850439882697948, 'F': 0.4149560117302053}",2.8,2.0
3,F,J,7.259180421105283,6.2531561573196335,"{'J': 0.46112469437652814, 'F': 0.5388753056234719}","{'J': 0.5194234058148057, 'F': 0.4805765941851942}",1.8,2.0
4,F,J,9.624808744515185,8.442951057156067,"{'J': 0.49621304666503785, 'F': 0.5037869533349622}","{'J': 0.5313797313797314, 'F': 0.4686202686202686}",2.8,1.4
5,F,J,11.986880204558792,10.590078870299028,"{'J': 0.4805765941851942, 'F': 0.5194234058148057}","{'J': 0.5235653235653236, 'F': 0.4764346764346764}",2.4,2.0
6,F,J,14.336222568264974,12.764732741456957,"{'J': 0.48839482042511606, 'F': 0.5116051795748839}","{'J': 0.5233325189347666, 'F': 0.4766674810652333}",1.8,2.0
7,F,J,16.70424981750405,14.89827077819558,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.5235653235653236, 'F': 0.4764346764346764}",1.0,1.2
8,F,J,19.158573217601752,17.060703606725134,"{'J': 0.5, 'F': 0.5}","{'J': 0.5583781143136297, 'F': 0.4416218856863703}",1.8,1.0
9,J,J,21.60297331991505,19.291854280251854,"{'J': 0.5233325189347666, 'F': 0.4766674810652333}","{'J': 0.5659824046920822, 'F': 0.4340175953079179}",2.0,3.0
10,F,J,23.97086784736014,21.34772125971434,"{'J': 0.449438202247191, 'F': 0.550561797752809}","{'J': 0.5118437118437118, 'F': 0.48815628815628814}",3.8,1.0
