round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,1.4428745005198351,1.5200146973473792,"{'J': 0.17782120175867122, 'F': 0.8221787982413288}","{'J': 0.1623931623931624, 'F': 0.8376068376068376}",4.8,4.4
2,F,F,3.691017209400389,3.612956904582281,"{'J': 0.44539457610554606, 'F': 0.554605423894454}","{'J': 0.4764346764346764, 'F': 0.5235653235653236}",5.6,5.0
3,F,F,5.970642705432136,5.6037822250951015,"{'J': 0.4148962148962149, 'F': 0.5851037851037851}","{'J': 0.47265625, 'F': 0.52734375}",4.4,4.4
4,F,J,8.295393829108253,7.733097083215237,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.5079365079365079, 'F': 0.49206349206349204}",4.6,3.4
5,F,J,10.610302006415647,9.91121523782985,"{'J': 0.48448570730515517, 'F': 0.5155142926948448}","{'J': 0.5118437118437118, 'F': 0.48815628815628814}",3.8,5.8
6,J,J,12.963521857740485,12.225353506350585,"{'J': 0.5388373229115779, 'F': 0.46116267708842207}","{'J': 0.5466536394723986, 'F': 0.45334636052760136}",4.6,6.6
7,F,F,15.141832197039289,14.40414580417614,"{'J': 0.4649401417053506, 'F': 0.5350598582946494}","{'J': 0.46484375, 'F': 0.53515625}",5.8,4.8
8,F,J,17.423389291301,16.607530480416912,"{'J': 0.48839482042511606, 'F': 0.5116051795748839}","{'J': 0.504029304029304, 'F': 0.495970695970696}",4.6,4.8
9,J,J,19.657925467375637,18.920210734635628,"{'J': 0.5196581196581197, 'F': 0.48034188034188036}","{'J': 0.504029304029304, 'F': 0.495970695970696}",4.8,5.8
10,F,F,21.912829653235114,21.07857975384022,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",4.0,4.8
